 R   <X|d2/dR2|X>   <A|d2/dR2|A>   <B|d2/dR2|B>   <C|d2/dR2|C> 
39.65 -1.9546232977983808e-10 -2.2697685712340474e-6 -6.3807379785166885e-6 -4.111261288284087e-6
39.66 -1.954607946389559e-10 -2.2663646154180668e-6 -6.367213740882992e-6 -4.101140820929922e-6
39.67 -1.9547154076012409e-10 -2.2629670446258816e-6 -6.353739088001788e-6 -4.091063579781623e-6
39.68 -1.9549456915612172e-10 -2.259575844512091e-6 -6.340313847091481e-6 -4.0810294063592586e-6
39.69 -1.9552988199719102e-10 -2.2561910007715793e-6 -6.326937846111467e-6 -4.071038142887869e-6
39.7 -1.9557748261103534e-10 -2.2528124991394093e-6 -6.313610913759038e-6 -4.061089632294486e-6
39.71 -1.9563737548282207e-10 -2.249440325390721e-6 -6.300332879466299e-6 -4.051183718205131e-6
39.72 -1.9570956625518042e-10 -2.2460744653405987e-6 -6.287103573396989e-6 -4.041320244941774e-6
39.73 -1.9579406172820265e-10 -2.2427149048439582e-6 -6.273922826443474e-6 -4.031499057519428e-6
39.74 -1.9589086985944287e-10 -2.2393616297954327e-6 -6.260790470223593e-6 -4.02172000164311e-6
39.75 -1.9599999976391856e-10 -2.2360146261292866e-6 -6.247706337077727e-6 -4.011982923704979e-6
39.76 -1.961214617141094e-10 -2.232673879819255e-6 -6.234670260065632e-6 -4.0022876707813355e-6
39.77 -1.9625526713995732e-10 -2.229339376878455e-6 -6.221682072963463e-6 -3.992634090629722e-6
39.78 -1.964014286288676e-10 -2.22601110335929e-6 -6.208741610260842e-6 -3.983022031686086e-6
39.79 -1.9655995992570754e-10 -2.222689045353307e-6 -6.195848707157756e-6 -3.973451343061813e-6
39.8 -1.9673087593280705e-10 -2.2193731889910946e-6 -6.183003199561628e-6 -3.963921874540889e-6
39.81 -1.9691419270995895e-10 -2.216063520442177e-6 -6.170204924084364e-6 -3.954433476577055e-6
39.82 -1.971099274744177e-10 -2.212760025914909e-6 -6.157453718039436e-6 -3.944986000290991e-6
39.83 -1.9731809860090173e-10 -2.2094626916563464e-6 -6.144749419438886e-6 -3.935579297467434e-6
39.84 -1.97538725621591e-10 -2.206171503952146e-6 -6.132091866990436e-6 -3.926213220552395e-6
39.85 -1.977718292261281e-10 -2.202886449126461e-6 -6.119480900094649e-6 -3.91688762265041e-6
39.86 -1.9801743126152442e-10 -2.199607513526401e-6 -6.1069163587958546e-6 -3.907602357490069e-6
39.87 -1.982755547319794e-10 -2.1963346834927434e-6 -6.094398083692208e-6 -3.898357279361573e-6
39.88 -1.9853539349259067e-10 -2.1930679229331806e-6 -6.081923079912163e-6 -3.889149407852552e-6
39.89 -1.9873193215033284e-10 -2.1898070827952816e-6 -6.069474200188482e-6 -3.879961614615686e-6
39.9 -1.988542375343017e-10 -2.1865521274451493e-6 -6.057048527544336e-6 -3.870790996475891e-6
39.91 -1.9890224106484052e-10 -2.1833030439972204e-6 -6.044645985309517e-6 -3.8616374896063286e-6
39.92 -1.9887591583094422e-10 -2.1800598196811857e-6 -6.032266497180044e-6 -3.852501030556204e-6
39.93 -1.9877527659025773e-10 -2.176822441841895e-6 -6.019909987216581e-6 -3.843381556249289e-6
39.94 -1.9860037976907752e-10 -2.173590897939258e-6 -6.007576379842798e-6 -3.83427900398238e-6
39.95 -1.983513234623499e-10 -2.170365175548162e-6 -5.995265599843814e-6 -3.82519331142382e-6
39.96 -1.9802824743367305e-10 -2.167145262358383e-6 -5.982977572364662e-6 -3.8161244166120535e-6
39.97 -1.9763133311529541e-10 -2.163931146174498e-6 -5.970712222908696e-6 -3.807072257954124e-6
39.98 -1.9716080360811646e-10 -2.160722814915792e-6 -5.958469477336027e-6 -3.7980367742242025e-6
39.99 -1.966169236816854e-10 -2.157520256616157e-6 -5.946249261861978e-6 -3.7890179045621396e-6
40.0 -1.9599999977420453e-10 -2.1543234594240424e-6 -5.934051503055622e-6 -3.7800155884720557e-6
40.01 -1.9531037999252522e-10 -2.1511324116023243e-6 -5.921876127838147e-6 -3.7710297658208383e-6
40.02 -1.9454845411214914e-10 -2.147947101528227e-6 -5.9097230634813754e-6 -3.762060376836734e-6
40.03 -1.9371465357723146e-10 -2.1447675176932656e-6 -5.897592237606335e-6 -3.7531073621079814e-6
40.04 -1.9280945150057549e-10 -2.1415936487031227e-6 -5.885483578181621e-6 -3.7441706625812964e-6
40.05 -1.9183336266363665e-10 -2.1384254832775718e-6 -5.8733970135220014e-6 -3.7352502195605495e-6
40.06 -1.907869435165202e-10 -2.1352630102503973e-6 -5.861332472286892e-6 -3.7263459747053217e-6
40.07 -1.8967079217798424e-10 -2.1321062185693038e-6 -5.849289883478898e-6 -3.717457870029539e-6
40.08 -1.8848554843543628e-10 -2.128955097295836e-6 -5.837269176442347e-6 -3.7085858479000813e-6
40.09 -1.872318937449332e-10 -2.125809635605265e-6 -5.825270280861773e-6 -3.699729851035383e-6
40.1 -1.8591055123118677e-10 -2.122669822786548e-6 -5.813293126760571e-6 -3.6908898225041233e-6
40.11 -1.8452228568755614e-10 -2.119535648242202e-6 -5.801337644499456e-6 -3.682065705723813e-6
40.12 -1.8306790357605267e-10 -2.116407101488242e-6 -5.789403764775078e-6 -3.673257444459468e-6
40.13 -1.815657960505071e-10 -2.1132842037450092e-6 -5.77749293692623e-6 -3.6644665034462703e-6
40.14 -1.8012145127679018e-10 -2.110167132536524e-6 -5.765614185826876e-6 -3.6557019341849518e-6
40.15 -1.7875165663969718e-10 -2.1070559048029866e-6 -5.753768919789834e-6 -3.6469651594783923e-6
40.16 -1.7745562294170074e-10 -2.103950505814693e-6 -5.741957027443548e-6 -3.6382560800964714e-6
40.17 -1.7623260069332474e-10 -2.100850920958967e-6 -5.730178397855207e-6 -3.6295745972559005e-6
40.18 -1.7508188011314924e-10 -2.097757135740053e-6 -5.718432920528795e-6 -3.620920612618366e-6
40.19 -1.740027911278034e-10 -2.094669135779003e-6 -5.706720485403071e-6 -3.6122940282886003e-6
40.2 -1.729947033719693e-10 -2.0915869068135474e-6 -5.695040982849581e-6 -3.6036947468125207e-6
40.21 -1.7205702618838392e-10 -2.0885104346980216e-6 -5.683394303670779e-6 -3.595122671175396e-6
40.22 -1.711892086276718e-10 -2.085439705376524e-6 -5.671780339019902e-6 -3.586577704747157e-6
40.23 -1.7039073944871605e-10 -2.082374704942923e-6 -5.660198980574936e-6 -3.5780597513995144e-6
40.24 -1.6966114711856115e-10 -2.0793154196257137e-6 -5.648650120492612e-6 -3.569568715474263e-6
40.25 -1.6899999981215236e-10 -2.076261835744206e-6 -5.637133651278633e-6 -3.561104501695015e-6
40.26 -1.68406905412485e-10 -2.073213939733733e-6 -5.625649465859882e-6 -3.5526670152155197e-6
40.27 -1.6788151151060737e-10 -2.070171718145545e-6 -5.614197457582536e-6 -3.5442561616178815e-6
40.28 -1.674235054056219e-10 -2.0671351576467453e-6 -5.602777520210264e-6 -3.5358718469107993e-6
40.29 -1.670326141046821e-10 -2.064104245020126e-6 -5.591389547922224e-6 -3.5275139775277234e-6
40.3 -1.667086043229946e-10 -2.061078967164094e-6 -5.580033435311274e-6 -3.5191824603251163e-6
40.31 -1.6645128248381883e-10 -2.058059311092557e-6 -5.568709077382061e-6 -3.5108772025806536e-6
40.32 -1.6626049471846676e-10 -2.0550452639348184e-6 -5.5574163695492245e-6 -3.502598111991508e-6
40.33 -1.6613612686630332e-10 -2.0520368129354625e-6 -5.546155207635497e-6 -3.4943450966725614e-6
40.34 -1.6607810447474496e-10 -2.049033945454251e-6 -5.534925487869873e-6 -3.4861180651546574e-6
40.35 -1.660863927992619e-10 -2.0460366489660253e-6 -5.523727106885847e-6 -3.4779169263829266e-6
40.36 -1.661609968033763e-10 -2.0430449110605977e-6 -5.5125599617195285e-6 -3.4697415897149957e-6
40.37 -1.6630196115866332e-10 -2.040058719442645e-6 -5.5014239498078805e-6 -3.4615919649193222e-6
40.38 -1.6650107139956396e-10 -2.0370780761309966e-6 -5.490318740982035e-6 -3.453467703369371e-6
40.39 -1.667086045644934e-10 -2.034103054164378e-6 -5.479242867959899e-6 -3.445367165291858e-6
40.4 -1.6691626697856873e-10 -2.0311336555129146e-6 -5.468196007776004e-6 -3.43729000914187e-6
40.41 -1.6712405864177264e-10 -2.02816986797034e-6 -5.457178066118354e-6 -3.4292361527927966e-6
40.42 -1.6733197955408775e-10 -2.0252116793617748e-6 -5.4461889490421036e-6 -3.421205514455309e-6
40.43 -1.6754002971549627e-10 -2.022259077543654e-6 -5.435228562967919e-6 -3.413198012675783e-6
40.44 -1.6774820912598166e-10 -2.0193120504036355e-6 -5.424296814680303e-6 -3.4052135663347295e-6
40.45 -1.6795651778552605e-10 -2.0163705858605014e-6 -5.413393611325937e-6 -3.3972520946452254e-6
40.46 -1.681649556941124e-10 -2.0134346718640953e-6 -5.402518860412104e-6 -3.389313517151408e-6
40.47 -1.6837352285172362e-10 -2.0105042963952107e-6 -5.391672469804992e-6 -3.381397753726886e-6
40.48 -1.6858221925834254e-10 -2.0075794474655337e-6 -5.380854347728134e-6 -3.373504724573245e-6
40.49 -1.6879104491395202e-10 -2.0046601131175174e-6 -5.370064402760729e-6 -3.365634350218484e-6
40.5 -1.6899999981853473e-10 -2.0017462814243507e-6 -5.359302543836139e-6 -3.3577865515155596e-6
40.51 -1.6920908397207404e-10 -1.99883794048982e-6 -5.348568680240197e-6 -3.34996124964082e-6
40.52 -1.6941829737455236e-10 -1.9959350784482484e-6 -5.337862721609649e-6 -3.342158366092515e-6
40.53 -1.6962764002595336e-10 -1.9930376834644335e-6 -5.327184577930657e-6 -3.334377822689363e-6
40.54 -1.6983711192625932e-10 -1.990145743733521e-6 -5.31653415953709e-6 -3.32661954156897e-6
40.55 -1.7004671307545377e-10 -1.9872592474809454e-6 -5.305911377109072e-6 -3.318883445186435e-6
40.56 -1.702564434735197e-10 -1.984378182962341e-6 -5.295316141671368e-6 -3.3111694563128282e-6
40.57 -1.7046630312044e-10 -1.981502538463464e-6 -5.284748364591895e-6 -3.3034774980337794e-6
40.58 -1.7067629201593696e-10 -1.978632302261917e-6 -5.274207957470531e-6 -3.2958074936745523e-6
40.59 -1.7088641016025094e-10 -1.975767462741286e-6 -5.263694832465498e-6 -3.2881593670183127e-6
40.6 -1.710966575533969e-10 -1.972908008281835e-6 -5.253208901978212e-6 -3.2805330420945284e-6
40.61 -1.71307034195357e-10 -1.9700539272887385e-6 -5.242750078733097e-6 -3.2729284432320447e-6
40.62 -1.7151754008611332e-10 -1.967205208196885e-6 -5.232318275790101e-6 -3.2653454950670476e-6
40.63 -1.7171974733832268e-10 -1.9643616443483317e-6 -5.2219133033862695e-6 -3.2577842060892926e-6
40.64 -1.7186304954047763e-10 -1.961522054677747e-6 -5.211534456650882e-6 -3.2502450019607013e-6
40.65 -1.7193893959610183e-10 -1.9586862356073833e-6 -5.201181547365441e-6 -3.2427278895581614e-6
40.66 -1.7194737283372213e-10 -1.9558541788751347e-6 -5.190854490838384e-6 -3.2352327924237663e-6
40.67 -1.718883442898553e-10 -1.9530258762821437e-6 -5.1805532027084764e-6 -3.227759634407915e-6
40.68 -1.7176188870900658e-10 -1.950201319692729e-6 -5.170277598943355e-6 -3.2203083396679267e-6
40.69 -1.7156808054367057e-10 -1.947380501034331e-6 -5.160027595838027e-6 -3.2128788326665976e-6
40.7 -1.7130703395433015e-10 -1.9445634122974346e-6 -5.14980311001341e-6 -3.2054710381708176e-6
40.71 -1.7097890280945813e-10 -1.9417500455355266e-6 -5.13960405841493e-6 -3.198084881250215e-6
40.72 -1.705838806855157e-10 -1.938940392865013e-6 -5.129430358311002e-6 -3.1907202872757183e-6
40.73 -1.7012220086695304e-10 -1.93613444646517e-6 -5.119281927291658e-6 -3.1833771819182396e-6
40.74 -1.6959413634620878e-10 -1.933332198578068e-6 -5.109158683267043e-6 -3.1760554911472444e-6
40.75 -1.689999998237125e-10 -1.93053364150853e-6 -5.09906054446609e-6 -3.1687551412294683e-6
40.76 -1.6834014370788077e-10 -1.9277387676240476e-6 -5.088987429435002e-6 -3.16147605872749e-6
40.77 -1.6761496011511903e-10 -1.9249475693547265e-6 -5.078939257035889e-6 -3.154218170498419e-6
40.78 -1.668248808698241e-10 -1.9221600391932404e-6 -5.068915946445401e-6 -3.1469814036925783e-6
40.79 -1.6597037750437966e-10 -1.919376169694744e-6 -5.058917417153258e-6 -3.1397656857521254e-6
40.8 -1.6505196125915876e-10 -1.916595953476825e-6 -5.0489435889609e-6 -3.1325709444097475e-6
40.81 -1.6407018308252304e-10 -1.913819383219443e-6 -5.0389943819801105e-6 -3.12539710768735e-6
40.82 -1.6302563363082524e-10 -1.911046451664873e-6 -5.029069716631647e-6 -3.1182441038947443e-6
40.83 -1.6191894326840505e-10 -1.9082771516176317e-6 -5.019169513643848e-6 -3.1111118616283298e-6
40.84 -1.6075078206759072e-10 -1.9055114759444297e-6 -5.009293694051273e-6 -3.1040003097697865e-6
40.85 -1.5952185980870218e-10 -1.9027494175741037e-6 -4.999442179193391e-6 -3.0969093774848255e-6
40.86 -1.5823292598004634e-10 -1.8999909694975596e-6 -4.989614890713186e-6 -3.08983899422186e-6
40.87 -1.5688476977791936e-10 -1.897236124767715e-6 -4.979811750555838e-6 -3.0827890897107433e-6
40.88 -1.5549445475475193e-10 -1.8944859701729205e-6 -4.97003350862933e-6 -3.0757593521380263e-6
40.89 -1.5415959837664196e-10 -1.8917470530383432e-6 -4.960285048979573e-6 -3.0687482634608196e-6
40.9 -1.5289566043227855e-10 -1.8890204401718146e-6 -4.950567110715761e-6 -3.061755519098198e-6
40.91 -1.5170183446352964e-10 -1.8863061040159422e-6 -4.940879605142747e-6 -3.05478105687546e-6
40.92 -1.5057735568054462e-10 -1.8836040172010476e-6 -4.931222443919779e-6 -3.0478248149100063e-6
40.93 -1.4952150096170244e-10 -1.8809141525363071e-6 -4.921595539034555e-6 -3.04088673159381e-6
40.94 -1.485335888536291e-10 -1.8782364830128831e-6 -4.9119988028112766e-6 -3.0339667455985203e-6
40.95 -1.4761297957148328e-10 -1.875570981849343e-6 -4.9024321480386315e-6 -3.027064795960393e-6
40.96 -1.4675907499854197e-10 -1.872917622425002e-6 -4.892895487779847e-6 -3.020180821953571e-6
40.97 -1.4597131868636173e-10 -1.870276378306058e-6 -4.883388735446029e-6 -3.0133147631386537e-6
40.98 -1.452491958547825e-10 -1.8676472232454287e-6 -4.873911804794898e-6 -3.006466559361607e-6
40.99 -1.4459223339192405e-10 -1.8650301311825873e-6 -4.864464609929497e-6 -2.999636150752643e-6
41.0 -1.4399999985419116e-10 -1.8624250762434187e-6 -4.855047065296967e-6 -2.9928234777251495e-6
41.01 -1.4347210546626829e-10 -1.8598320327400371e-6 -4.845659085687241e-6 -2.9860284809745714e-6
41.02 -1.4300820212112128e-10 -1.8572509751706267e-6 -4.836300586231775e-6 -2.9792511014773124e-6
41.03 -1.426079833799999e-10 -1.8546818782193012e-6 -4.826971482402378e-6 -2.9724912804897126e-6
41.04 -1.42271184472434e-10 -1.8521247167559158e-6 -4.817671690009871e-6 -2.9657489595469043e-6
41.05 -1.4199758229623583e-10 -1.8495794658359347e-6 -4.8084011252029094e-6 -2.959024080461774e-6
41.06 -1.4178699541749965e-10 -1.8470461007002525e-6 -4.799159704466724e-6 -2.9523165853238923e-6
41.07 -1.416392840706013e-10 -1.84452459677505e-6 -4.789947344621925e-6 -2.9456264164984703e-6
41.08 -1.4155435015819856e-10 -1.8420149296716234e-6 -4.780763962823247e-6 -2.938953516625281e-6
41.09 -1.415321372512309e-10 -1.8395170751862332e-6 -4.771609476558334e-6 -2.9322978286176065e-6
41.1 -1.4157263058891978e-10 -1.837031009299956e-6 -4.762483803646587e-6 -2.925659295661242e-6
41.11 -1.416758570787682e-10 -1.834556708178514e-6 -4.753386862237886e-6 -2.919037861213395e-6
41.12 -1.418418852965615e-10 -1.8320941481721223e-6 -4.7443185708114456e-6 -2.912433469001703e-6
41.13 -1.42061664334234e-10 -1.8296414886644158e-6 -4.735278380585875e-6 -2.9058473880598833e-6
41.14 -1.4228030513527064e-10 -1.8271878138742125e-6 -4.726263402445128e-6 -2.899287498408245e-6
41.15 -1.424886297741932e-10 -1.824731310087942e-6 -4.7172730813652395e-6 -2.8927550327351534e-6
41.16 -1.4268661525029045e-10 -1.822271981975078e-6 -4.708307330029335e-6 -2.8862498975129645e-6
41.17 -1.4287423971995574e-10 -1.819809834278751e-6 -4.699366061541528e-6 -2.8797719996440323e-6
41.18 -1.4305148249668595e-10 -1.8173448718157859e-6 -4.690449189425437e-6 -2.8733212464592184e-6
41.19 -1.4321832405108387e-10 -1.8148770994767205e-6 -4.681556627622709e-6 -2.866897545716439e-6
41.2 -1.4337474601085546e-10 -1.8124065222258378e-6 -4.672688290491573e-6 -2.860500805599216e-6
41.21 -1.4352073116081138e-10 -1.8099331451011957e-6 -4.663844092805419e-6 -2.854130934715254e-6
41.22 -1.436562634428669e-10 -1.8074569732146478e-6 -4.655023949751307e-6 -2.8477878420949734e-6
41.23 -1.4378132795604203e-10 -1.8049780117518718e-6 -4.646227776928574e-6 -2.841471437190109e-6
41.24 -1.4389591095646015e-10 -1.8024962659723883e-6 -4.637455490347356e-6 -2.8351816298722594e-6
41.25 -1.4399999985735003e-10 -1.800011741209616e-6 -4.628707006427247e-6 -2.8289183304315175e-6
41.26 -1.4409358322904453e-10 -1.79752444287086e-6 -4.6199822419958025e-6 -2.8226814495750164e-6
41.27 -1.4417665079898045e-10 -1.7950343764373605e-6 -4.6112811142871655e-6 -2.816470898425544e-6
41.28 -1.442491934516997e-10 -1.7925415474643261e-6 -4.602603540940696e-6 -2.8102865885201706e-6
41.29 -1.4431120322879068e-10 -1.7900459615694374e-6 -4.593949439966798e-6 -2.8041284317868837e-6
41.3 -1.443626733290342e-10 -1.7875476244620387e-6 -4.585318729828534e-6 -2.797996340598868e-6
41.31 -1.4440359810832128e-10 -1.785046541926564e-6 -4.5767113293929696e-6 -2.79189022774142e-6
41.32 -1.4443397307961068e-10 -1.7825427198142218e-6 -4.568127157906058e-6 -2.785810006394662e-6
41.33 -1.4445379491296595e-10 -1.780036164050302e-6 -4.559566135012035e-6 -2.77975559014611e-6
41.34 -1.4446306143555432e-10 -1.7775268806342145e-6 -4.55102818075206e-6 -2.7737268929893077e-6
41.35 -1.444617716316478e-10 -1.775014875639512e-6 -4.542513215562871e-6 -2.767723829322502e-6
41.36 -1.444499256426232e-10 -1.7725001552139226e-6 -4.534021160275438e-6 -2.7617463139472813e-6
41.37 -1.444275247669613e-10 -1.7699827255793654e-6 -4.52555193611362e-6 -2.7557942620672583e-6
41.38 -1.44395889520328e-10 -1.7674636351705494e-6 -4.5171042981628874e-6 -2.7498653916781884e-6
41.39 -1.4436293030540664e-10 -1.7649491363018586e-6 -4.508671183916789e-6 -2.7439464545103296e-6
41.4 -1.4432996533592992e-10 -1.7624402599326513e-6 -4.500251386619236e-6 -2.738035223865237e-6
41.41 -1.442969946151579e-10 -1.759936994150197e-6 -4.491844867866409e-6 -2.7321316731933684e-6
41.42 -1.442640181463516e-10 -1.7574393270725282e-6 -4.483451589442307e-6 -2.726235776104739e-6
41.43 -1.4423103593277284e-10 -1.754947246848372e-6 -4.4750715133180965e-6 -2.72034750636834e-6
41.44 -1.441980479776845e-10 -1.7524607416570648e-6 -4.466704601651419e-6 -2.7144668379115403e-6
41.45 -1.4416505428435032e-10 -1.7499797997084798e-6 -4.458350816785751e-6 -2.7085937448195086e-6
41.46 -1.4413205485603493e-10 -1.7475044092429566e-6 -4.450010121249767e-6 -2.702728201334658e-6
41.47 -1.4409904969600436e-10 -1.74503455853122e-6 -4.441682477756665e-6 -2.696870181856051e-6
41.48 -1.440660388075254e-10 -1.742570235874306e-6 -4.433367849203538e-6 -2.6910196609388398e-6
41.49 -1.440330221938652e-10 -1.7401114296034772e-6 -4.4250661986706966e-6 -2.6851766132936853e-6
41.5 -1.4399999985829294e-10 -1.737658128080176e-6 -4.416777489421105e-6 -2.6793410137862324e-6
41.51 -1.4396697180407799e-10 -1.7352103196959197e-6 -4.408501684899659e-6 -2.6735128374365013e-6
41.52 -1.4393393803449067e-10 -1.7327679928722327e-6 -4.400238748732583e-6 -2.667692059418344e-6
41.53 -1.439008985528029e-10 -1.7303311360605898e-6 -4.391988644726846e-6 -2.6618786550589277e-6
41.54 -1.438678533622869e-10 -1.7278997377423232e-6 -4.383751336869461e-6 -2.656072599838124e-6
41.55 -1.4383480246621613e-10 -1.7254737864285517e-6 -4.375526789326906e-6 -2.650273869388002e-6
41.56 -1.4380174586786493e-10 -1.7230532706601162e-6 -4.367314966444489e-6 -2.6444824394922593e-6
41.57 -1.4376868357050883e-10 -1.7206381790075022e-6 -4.359115832745757e-6 -2.63869828608571e-6
41.58 -1.4373561557742397e-10 -1.7182285000707647e-6 -4.350929352931844e-6 -2.6329213852537077e-6
41.59 -1.437025418918875e-10 -1.715824222479451e-6 -4.342755491880872e-6 -2.627151713231628e-6
41.6 -1.4366946251717787e-10 -1.7134253348925385e-6 -4.334594214647365e-6 -2.621389246404342e-6
41.61 -1.43636377456574e-10 -1.7110318259983583e-6 -4.326445486461628e-6 -2.6156339613056762e-6
41.62 -1.4360328671335642e-10 -1.708643684514521e-6 -4.3183092727291425e-6 -2.6098858346178795e-6
41.63 -1.435715140744743e-10 -1.7062607259950134e-6 -4.310186620025884e-6 -2.6041460970689498e-6
41.64 -1.4354900109137595e-10 -1.7038819011719708e-6 -4.302083968743411e-6 -2.5984222365703066e-6
41.65 -1.4353706921145141e-10 -1.701507028487327e-6 -4.294002336829767e-6 -2.5927154523325556e-6
41.66 -1.4353571711559894e-10 -1.6991360997439045e-6 -4.285941660273764e-6 -2.5870256885395134e-6
41.67 -1.4354494465433265e-10 -1.6967691067538936e-6 -4.277901875261388e-6 -2.5813528895632956e-6
41.68 -1.435647528478274e-10 -1.6944060413505916e-6 -4.269882918208631e-6 -2.5756969999861365e-6
41.69 -1.4359514388591974e-10 -1.6920468953884603e-6 -4.261884725760845e-6 -2.570057964599687e-6
41.7 -1.436361211281073e-10 -1.6896916607430757e-6 -4.253907234791808e-6 -2.564435728404139e-6
41.71 -1.4368768910354942e-10 -1.6873403293110718e-6 -4.24595038240279e-6 -2.5588302366073404e-6
