 R   <X|d2/dR2|X>   <A|d2/dR2|A>   <B|d2/dR2|B>   <C|d2/dR2|C> 
37.05 -2.533119197135325e-10 -3.417505136762438e-6 -1.151790935109943e-5 -8.100855849788868e-6
37.06 -2.530289613435733e-10 -3.411807243254796e-6 -1.1490084805379236e-5 -8.078727939476236e-6
37.07 -2.528304600397858e-10 -3.4061194330122074e-6 -1.1462336015050228e-5 -8.056665770823405e-6
37.08 -2.527163164501619e-10 -3.4004416814668803e-6 -1.1434662660132754e-5 -8.03466904843752e-6
37.09 -2.5268647342718544e-10 -3.394773964167761e-6 -1.1407064422312885e-5 -8.012737478519407e-6
37.1 -2.527409160278326e-10 -3.389116256780311e-6 -1.1379540984932963e-5 -7.990870768854345e-6
37.11 -2.5287967151357047e-10 -3.3834685350862514e-6 -1.135209203298203e-5 -7.969068628802764e-6
37.12 -2.5310280935035984e-10 -3.3778307749833393e-6 -1.132471725308647e-5 -7.947330769291096e-6
37.13 -2.5339813234382487e-10 -3.372204434391551e-6 -1.1297419055232714e-5 -7.925658145617816e-6
37.14 -2.5369186616430026e-10 -3.366598369112941e-6 -1.1270213433384116e-5 -7.9040579137226e-6
37.15 -2.539716849490633e-10 -3.3610140072951645e-6 -1.1243102733673996e-5 -7.882530993796028e-6
37.16 -2.542375653927876e-10 -3.3554512941092355e-6 -1.1216086579437434e-5 -7.861077063255774e-6
37.17 -2.5448948536296644e-10 -3.349910174965419e-6 -1.1189164595861101e-5 -7.839695801220483e-6
37.18 -2.547274238999073e-10 -3.344390595512745e-6 -1.1162336409973213e-5 -7.81838688850019e-6
37.19 -2.5495136121673697e-10 -3.3388925016385296e-6 -1.1135601650633359e-5 -7.797150007586624e-6
37.2 -2.5516127869939915e-10 -3.333415839467874e-6 -1.1108959948522525e-5 -7.775984842643712e-6
37.21 -2.5535715890665407e-10 -3.327960555363234e-6 -1.1082410936133219e-5 -7.754891079498121e-6
37.22 -2.5553898557007996e-10 -3.322526595923891e-6 -1.1055954247759461e-5 -7.733868405629765e-6
37.23 -2.5570674359407215e-10 -3.3171139079855196e-6 -1.1029589519487097e-5 -7.712916510162542e-6
37.24 -2.558604190558421e-10 -3.3117224386196837e-6 -1.1003316389183886e-5 -7.692035083854904e-6
37.25 -2.559999992054206e-10 -3.3063521351334025e-6 -1.097713449649006e-5 -7.671223819090845e-6
37.26 -2.5612547246565377e-10 -3.301002945068648e-6 -1.0951043482808394e-5 -7.650482409870463e-6
37.27 -2.562368284322053e-10 -3.295674816201873e-6 -1.0925042991294787e-5 -7.629810551800987e-6
37.28 -2.563340578735575e-10 -3.2903676965436097e-6 -1.0899132666848866e-5 -7.6092079420877875e-6
37.29 -2.564171527310081e-10 -3.285081534337919e-6 -1.0873312156104287e-5 -7.588674279525204e-6
37.3 -2.564861061186726e-10 -3.279816278061988e-6 -1.0847581107419518e-5 -7.568209264487726e-6
37.31 -2.5654091232348504e-10 -3.2745718764256468e-6 -1.0821939170868449e-5 -7.547812598921072e-6
37.32 -2.565815668051945e-10 -3.2693482783709235e-6 -1.079638599823119e-5 -7.527483986333422e-6
37.33 -2.566080661963694e-10 -3.2641454330715812e-6 -1.0770921242984767e-5 -7.507223131786557e-6
37.34 -2.5662040830239326e-10 -3.2589632899326453e-6 -1.074554456029398e-5 -7.487029741887198e-6
37.35 -2.566185921014685e-10 -3.2538017985899915e-6 -1.0720255607002445e-5 -7.4669035247784285e-6
37.36 -2.5660261774461395e-10 -3.2486609089098544e-6 -1.0695054041623348e-5 -7.44684419013094e-6
37.37 -2.5657248655566656e-10 -3.2435405709884014e-6 -1.0669939524330627e-5 -7.4268514491346295e-6
37.38 -2.5652997237880953e-10 -3.238438076476789e-6 -1.064490749751164e-5 -7.406923429340026e-6
37.39 -2.5648570537105405e-10 -3.233337442725334e-6 -1.061993234573363e-5 -7.387050351983485e-6
37.4 -2.564414570285262e-10 -3.228236009928876e-6 -1.0595009610932189e-5 -7.367230393358019e-6
37.41 -2.5639722734677313e-10 -3.2231337791529504e-6 -1.0570139060025597e-5 -7.347463318228196e-6
37.42 -2.563530163213731e-10 -3.2180307515629836e-6 -1.0545320461271295e-5 -7.327748892676923e-6
37.43 -2.5630882394701366e-10 -3.2129269280763397e-6 -1.0520553583029375e-5 -7.308086883194653e-6
37.44 -2.5626465022029866e-10 -3.2078223104197335e-6 -1.0495838197492651e-5 -7.288477059419649e-6
37.45 -2.562204951369351e-10 -3.2027169000692383e-6 -1.0471174076931985e-5 -7.268919191375801e-6
37.46 -2.561763586926329e-10 -3.197610698588683e-6 -1.0446560994886167e-5 -7.249413050345664e-6
37.47 -2.561322408831338e-10 -3.1925037076416854e-6 -1.0421998726197506e-5 -7.229958408894807e-6
37.48 -2.560881417042131e-10 -3.187395928991634e-6 -1.0397487047004846e-5 -7.210555040864907e-6
37.49 -2.5604406115167826e-10 -3.1822873645016526e-6 -1.0373025734736596e-5 -7.191202721366862e-6
37.5 -2.5599999922137096e-10 -3.1771780161346204e-6 -1.0348614568103906e-5 -7.171901226773984e-6
37.51 -2.559559559091657e-10 -3.1720678859530907e-6 -1.0324253327093684e-5 -7.152650334715147e-6
37.52 -2.559119312109691e-10 -3.1669569761192903e-6 -1.0299941792961786e-5 -7.1334498240680155e-6
37.53 -2.5586792512272235e-10 -3.1618452888951257e-6 -1.0275679748226383e-5 -7.11429947495246e-6
37.54 -2.558239376403985e-10 -3.156732826642105e-6 -1.0251466976661033e-5 -7.095199068723742e-6
37.55 -2.557799687600039e-10 -3.1516195918213527e-6 -1.0227303263288097e-5 -7.076148387965956e-6
37.56 -2.5573601847757805e-10 -3.1465055869935705e-6 -1.0203188394372106e-5 -7.057147216485488e-6
37.57 -2.5569208678919327e-10 -3.1413908148190296e-6 -1.0179122157413136e-5 -7.03819533930444e-6
37.58 -2.556481736909558e-10 -3.1362752780575265e-6 -1.0155104341140246e-5 -7.019292542654142e-6
37.59 -2.5560427917900346e-10 -3.1311589795683686e-6 -1.0131134735504925e-5 -7.0004386139686695e-6
37.6 -2.555604032495085e-10 -3.1260419223103614e-6 -1.0107213131674756e-5 -6.981633341878555e-6
37.61 -2.555165458986753e-10 -3.120924109341768e-6 -1.0083339322026818e-5 -6.962876516204276e-6
37.62 -2.554727071227421e-10 -3.1158055438203037e-6 -1.0059513100141419e-5 -6.944167927950028e-6
37.63 -2.5543063965405257e-10 -3.1106889527451818e-6 -1.0035736677729875e-5 -6.925507079630246e-6
37.64 -2.554008587691892e-10 -3.105590661363668e-6 -1.0012024335892347e-5 -6.90689203034015e-6
37.65 -2.553851148996474e-10 -3.100513344374698e-6 -9.988378246670095e-6 -6.8883222944662946e-6
37.66 -2.553834067475493e-10 -3.0954569506395647e-6 -9.964798164617194e-6 -6.869797677572132e-6
37.67 -2.553957341720612e-10 -3.090421429210215e-6 -9.941283845560913e-6 -6.851317986307429e-6
37.68 -2.5542209818939447e-10 -3.0854067293288405e-6 -9.917835046595437e-6 -6.832883028402401e-6
37.69 -2.55462500972805e-10 -3.080412800427478e-6 -9.894451526075603e-6 -6.814492612661858e-6
37.7 -2.555169458525922e-10 -3.0754395921276054e-6 -9.871133043610656e-6 -6.796146548959361e-6
37.71 -2.555854373161015e-10 -3.070487054239794e-6 -9.84787936005823e-6 -6.77784464823155e-6
37.72 -2.5566798100772163e-10 -3.065555136763261e-6 -9.824690237518054e-6 -6.7595867224723026e-6
37.73 -2.557645837288864e-10 -3.0606437898855233e-6 -9.801565439326e-6 -6.74137258472713e-6
37.74 -2.5587525343807435e-10 -3.055752963981975e-6 -9.778504730047906e-6 -6.723202049087422e-6
37.75 -2.559999992508081e-10 -3.050882609615543e-6 -9.755507875473777e-6 -6.705074930684993e-6
37.76 -2.5613883143965483e-10 -3.0460326775362676e-6 -9.73257464261159e-6 -6.686991045686318e-6
37.77 -2.562917614342266e-10 -3.0412031186809123e-6 -9.709704799681444e-6 -6.668950211287058e-6
37.78 -2.5645880182117987e-10 -3.036393884172631e-6 -9.686898116109789e-6 -6.650952245706636e-6
37.79 -2.566399663442152e-10 -3.0316049253205214e-6 -9.664154362523351e-6 -6.632996968182612e-6
37.8 -2.5683526990407795e-10 -3.026836193619296e-6 -9.641473310743481e-6 -6.615084198965351e-6
37.81 -2.5704472855855853e-10 -3.0220876407488672e-6 -9.61885473378027e-6 -6.597213759312563e-6
37.82 -2.5726835952249067e-10 -3.017359218574009e-6 -9.596298405826912e-6 -6.57938547148401e-6
37.83 -2.5750618116775405e-10 -3.0126508791439378e-6 -9.573804102253874e-6 -6.561599158736086e-6
37.84 -2.577582130232717e-10 -3.007962574691966e-6 -9.551371599603262e-6 -6.543854645316536e-6
37.85 -2.580244757750117e-10 -3.0032942576351205e-6 -9.529000675583234e-6 -6.526151756459264e-6
37.86 -2.5830499126598636e-10 -2.998645880573769e-6 -9.506691109062335e-6 -6.50849031837902e-6
37.87 -2.58599782496253e-10 -2.994017396291251e-6 -9.48444268006395e-6 -6.490870158266249e-6
37.88 -2.5889650643341606e-10 -2.989406449767632e-6 -9.462255999310734e-6 -6.473294226925136e-6
37.89 -2.5912092639084006e-10 -2.9847991621281577e-6 -9.440135804224417e-6 -6.4557810512155894e-6
37.9 -2.59260572320083e-10 -2.980193219282932e-6 -9.418082651199738e-6 -6.438333486611857e-6
37.91 -2.593153756460131e-10 -2.9755886169859825e-6 -9.396096265954795e-6 -6.420951262996995e-6
37.92 -2.5928530946171825e-10 -2.9709853510816103e-6 -9.374176375544497e-6 -6.403634111542482e-6
37.93 -2.5917038852850465e-10 -2.9663834175043234e-6 -9.352322708353683e-6 -6.386381764701409e-6
37.94 -2.589706692758992e-10 -2.961782812278731e-6 -9.33053499409002e-6 -6.369193956201478e-6
37.95 -2.58686249801646e-10 -2.957183531519467e-6 -9.308812963777138e-6 -6.352070421038214e-6
37.96 -2.583172698717093e-10 -2.9525855714311404e-6 -9.287156349747825e-6 -6.33501089546821e-6
37.97 -2.578639109202726e-10 -2.947988928308217e-6 -9.265564885637068e-6 -6.31801511700229e-6
37.98 -2.5732639604973805e-10 -2.9433935985349686e-6 -9.244038306375362e-6 -6.301082824398872e-6
37.99 -2.567049900307256e-10 -2.9387995785853647e-6 -9.222576348181865e-6 -6.284213757657218e-6
38.0 -2.5599999930207773e-10 -2.934206865023047e-6 -9.201178748557812e-6 -6.267407658010891e-6
38.01 -2.552117719708528e-10 -2.9296154545011888e-6 -9.179845246279718e-6 -6.250664267921084e-6
38.02 -2.5434069781232906e-10 -2.925025343762452e-6 -9.158575581392785e-6 -6.233983331070084e-6
38.03 -2.5338720826996697e-10 -2.920436529630507e-6 -9.137369495176439e-6 -6.217364592334713e-6
38.04 -2.5235177645322146e-10 -2.9158490085252786e-6 -9.116226728528505e-6 -6.20080779662275e-6
38.05 -2.512349171445065e-10 -2.9112627780043273e-6 -9.09514702707835e-6 -6.18431269254815e-6
38.06 -2.500371867919721e-10 -2.90667783516609e-6 -9.07413013587568e-6 -6.1678790286093915e-6
38.07 -2.4875918351198724e-10 -2.9020941771981435e-6 -9.053175801206481e-6 -6.151506554493987e-6
38.08 -2.474015470891397e-10 -2.897511801377127e-6 -9.032283770586564e-6 -6.135195021072105e-6
38.09 -2.459649589762345e-10 -2.892930705068644e-6 -9.011453792755193e-6 -6.118944180390299e-6
38.1 -2.444501422942996e-10 -2.88835088572722e-6 -8.99068561766889e-6 -6.102753785665349e-6
38.11 -2.428578618325788e-10 -2.8837723408962137e-6 -8.96997899649502e-6 -6.086623591277948e-6
38.12 -2.4118892404853637e-10 -2.8791950682077376e-6 -8.949333681605611e-6 -6.0705533527665895e-6
38.13 -2.3946432394996887e-10 -2.87461912835059e-6 -8.928747364694592e-6 -6.054540724891882e-6
38.14 -2.378051728536964e-10 -2.8700448959119897e-6 -8.908207453933923e-6 -6.038572878916409e-6
38.15 -2.362308620046741e-10 -2.8654724291249104e-6 -8.88771170630663e-6 -6.0226475356552316e-6
38.16 -2.3474060220680646e-10 -2.86090172322808e-6 -8.867259944349174e-6 -6.006764521522075e-6
38.17 -2.3333364397197654e-10 -2.8563327735483995e-6 -8.846851991523984e-6 -5.990923663811648e-6
38.18 -2.320092775200481e-10 -2.8517655755008634e-6 -8.826487672214677e-6 -5.975124790694933e-6
38.19 -2.3076683277886194e-10 -2.8472001245884516e-6 -8.806166811721246e-6 -5.959367731214475e-6
38.2 -2.296056793842369e-10 -2.8426364164020527e-6 -8.785889236255317e-6 -5.9436523152797024e-6
38.21 -2.2852522667997354e-10 -2.8380744466204074e-6 -8.765654772935505e-6 -5.92797837366234e-6
38.22 -2.2752492371784841e-10 -2.833514211010001e-6 -8.745463249782667e-6 -5.912345737991764e-6
38.23 -2.2660425925761773e-10 -2.828955705424988e-6 -8.725314495715273e-6 -5.8967542407504314e-6
38.24 -2.2576276176701513e-10 -2.8243989258071083e-6 -8.705208340544744e-6 -5.881203715269309e-6
38.25 -2.2499999942175624e-10 -2.8198438681856272e-6 -8.685144614970985e-6 -5.865693995723443e-6
38.26 -2.2431558010553226e-10 -2.8152905286772332e-6 -8.665123150577646e-6 -5.850224917127336e-6
38.27 -2.2370915141001348e-10 -2.8107389034859477e-6 -8.645143779827661e-6 -5.83479631533055e-6
38.28 -2.2318040063485023e-10 -2.806188988903099e-6 -8.625206336058822e-6 -5.819408027013314e-6
38.29 -2.2272905478767036e-10 -2.8016407813071685e-6 -8.605310653479115e-6 -5.804059889681993e-6
38.3 -2.223548805840804e-10 -2.7970942771637727e-6 -8.585456567162413e-6 -5.788751741664816e-6
38.31 -2.220576844476655e-10 -2.792549473025559e-6 -8.565643913043972e-6 -5.773483422107442e-6
38.32 -2.218373125099901e-10 -2.7880063655321314e-6 -8.545872527916107e-6 -5.758254770968727e-6
38.33 -2.2169365061059646e-10 -2.7834649514099717e-6 -8.52614224942372e-6 -5.7430656290163035e-6
38.34 -2.2162662429700554e-10 -2.7789252274723593e-6 -8.506452916059977e-6 -5.727915837822354e-6
38.35 -2.2163619882471687e-10 -2.7743871906193064e-6 -8.486804367162082e-6 -5.712805239759429e-6
38.36 -2.217223791572089e-10 -2.76985083783747e-6 -8.467196442906838e-6 -5.69773367799609e-6
38.37 -2.2188520996593842e-10 -2.765316166200087e-6 -8.447628984306517e-6 -5.6827009964928474e-6
38.38 -2.2211519052213223e-10 -2.7607851177867356e-6 -8.42810546331752e-6 -5.6677087012624515e-6
38.39 -2.223548802859365e-10 -2.7562693451335236e-6 -8.408647469000493e-6 -5.65276658534395e-6
38.4 -2.22594699319468e-10 -2.751770754177429e-6 -8.389258387480813e-6 -5.637876105113342e-6
38.41 -2.228346476227439e-10 -2.747289304531554e-6 -8.369937972050396e-6 -5.623037054445025e-6
38.42 -2.2307472519578165e-10 -2.742824955987707e-6 -8.350685977091072e-6 -5.608249228207263e-6
38.43 -2.23314932038598e-10 -2.738377668516147e-6 -8.331502158069274e-6 -5.593512422257113e-6
38.44 -2.2355526815121072e-10 -2.7339474022652996e-6 -8.312386271530852e-6 -5.578826433435531e-6
38.45 -2.2379573353363696e-10 -2.729534117561498e-6 -8.293338075095757e-6 -5.564191059562338e-6
38.46 -2.240363281858941e-10 -2.725137774908754e-6 -8.274357327453048e-6 -5.5496060994314485e-6
38.47 -2.2427705210799955e-10 -2.720758334988457e-6 -8.255443788355558e-6 -5.535071352805853e-6
38.48 -2.24517905299971e-10 -2.716395758659148e-6 -8.236597218614904e-6 -5.520586620412859e-6
38.49 -2.247588877618258e-10 -2.712050006956224e-6 -8.217817380096307e-6 -5.506151703939205e-6
38.5 -2.2499999949358147e-10 -2.7077210410917365e-6 -8.199104035713674e-6 -5.4917664060263664e-6
38.51 -2.252412404952561e-10 -2.7034088224540857e-6 -8.180456949424406e-6 -5.477430530265665e-6
38.52 -2.2548261076686697e-10 -2.6991133126077696e-6 -8.16187588622445e-6 -5.4631438811935814e-6
38.53 -2.2572411030843182e-10 -2.6948344732931725e-6 -8.143360612143451e-6 -5.448906264287124e-6
38.54 -2.259657391199686e-10 -2.6905722664262533e-6 -8.124910894239625e-6 -5.4347174859590205e-6
38.55 -2.2620749720149505e-10 -2.6863266540983277e-6 -8.10652650059492e-6 -5.420577353553111e-6
38.56 -2.2644938455302944e-10 -2.682097598575807e-6 -8.08820720031018e-6 -5.406485675339762e-6
38.57 -2.2669140117458898e-10 -2.677885062299948e-6 -8.06995276350024e-6 -5.392442260511232e-6
38.58 -2.269335470661923e-10 -2.673689007886595e-6 -8.051762961289058e-6 -5.378446919177065e-6
38.59 -2.2717582222785723e-10 -2.66950939812593e-6 -8.033637565804954e-6 -5.364499462359581e-6
38.6 -2.2741822665960147e-10 -2.665346195982239e-6 -8.015576350175891e-6 -5.350599701989402e-6
38.61 -2.276607603614435e-10 -2.6611993645936425e-6 -7.9975790885246e-6 -5.336747450900845e-6
38.62 -2.2790342333340164e-10 -2.6570688672718575e-6 -7.979645555963951e-6 -5.3229425228275455e-6
38.63 -2.281365014041799e-10 -2.6529534623639e-6 -7.961774034270229e-6 -5.3091844554536505e-6
38.64 -2.2830167045808748e-10 -2.648845889770303e-6 -7.94395534621794e-6 -5.295471405547494e-6
38.65 -2.283891371119216e-10 -2.644744925835066e-6 -7.926187803932951e-6 -5.281802919114942e-6
38.66 -2.2839885669707228e-10 -2.6406505540266663e-6 -7.908471219381782e-6 -5.268178822651051e-6
38.67 -2.283308242500056e-10 -2.636562757371926e-6 -7.890805403556923e-6 -5.2545989422092555e-6
38.68 -2.2818507451524029e-10 -2.632481519028771e-6 -7.873190168285969e-6 -5.24106310467464e-6
38.69 -2.2796168194534707e-10 -2.6284068222860787e-6 -7.855625326227397e-6 -5.227571137759823e-6
38.7 -2.2766076070094928e-10 -2.624338650563501e-6 -7.83811069086626e-6 -5.214122870000816e-6
38.71 -2.2728246465072393e-10 -2.6202769874113126e-6 -7.820646076510125e-6 -5.200718130753075e-6
38.72 -2.2682698737139996e-10 -2.6162218165102353e-6 -7.80323129828478e-6 -5.187356750187366e-6
38.73 -2.2629456214775944e-10 -2.6121731216712905e-6 -7.785866172130153e-6 -5.174038559285797e-6
38.74 -2.2568546197263558e-10 -2.608130886835606e-6 -7.768550514796112e-6 -5.160763389837791e-6
38.75 -2.2499999954691758e-10 -2.604095096074306e-6 -7.751284143838498e-6 -5.147531074436198e-6
38.76 -2.242385272795448e-10 -2.6000657335882966e-6 -7.734066877614895e-6 -5.134341446473259e-6
38.77 -2.2340143728750936e-10 -2.5960427837081247e-6 -7.716898535280638e-6 -5.121194340136721e-6
38.78 -2.224891613958586e-10 -2.5920262308938417e-6 -7.699778936784843e-6 -5.108089590405988e-6
38.79 -2.2150217113769047e-10 -2.5880160597348057e-6 -7.682707902866287e-6 -5.095027033048164e-6
38.8 -2.2044097775415605e-10 -2.584012254949538e-6 -7.665685255049475e-6 -5.082006504614242e-6
38.81 -2.193061321944596e-10 -2.580014801385582e-6 -7.648710815640687e-6 -5.0690278424352725e-6
38.82 -2.1809822511585963e-10 -2.5760236840193233e-6 -7.631784407724036e-6 -5.0560908846185654e-6
38.83 -2.1681788688366564e-10 -2.5720388879558435e-6 -7.614905855157528e-6 -5.043195470043881e-6
38.84 -2.1546578757123985e-10 -2.568060398428749e-6 -7.59807498256916e-6 -5.030341438359667e-6
38.85 -2.1404263696000011e-10 -2.564088200800047e-6 -7.581291615353095e-6 -5.017528629979341e-6
38.86 -2.1254918453941482e-10 -2.5601222805599538e-6 -7.5645555796657555e-6 -5.004756886077544e-6
38.87 -2.1098621950700628e-10 -2.556162623326773e-6 -7.547866702422049e-6 -4.992026048586469e-6
38.88 -2.0937340938040224e-10 -2.5522094235472166e-6 -7.531225012249186e-6 -4.979335959688204e-6
38.89 -2.078239954083192e-10 -2.5482639175139585e-6 -7.514631541891652e-6 -4.9666864594710405e-6
38.9 -2.0635604133935122e-10 -2.5443262953496405e-6 -7.498086317844317e-6 -4.954077390764964e-6
38.91 -2.0496874071148373e-10 -2.540396538369246e-6 -7.4815891662380395e-6 -4.941508597573942e-6
38.92 -2.0366132873135276e-10 -2.5364746279779577e-6 -7.465139913951865e-6 -4.928979924603695e-6
38.93 -2.0243308227424757e-10 -2.5325605456710183e-6 -7.448738388609288e-6 -4.916491217258094e-6
38.94 -2.0128331988410678e-10 -2.5286542730335756e-6 -7.432384418574531e-6 -4.904042321635606e-6
38.95 -2.0021140177351887e-10 -2.524755791740542e-6 -7.416077832948816e-6 -4.8916330845257026e-6
38.96 -1.9921672982372654e-10 -2.5208650835564786e-6 -7.399818461566799e-6 -4.879263353405413e-6
38.97 -1.9829874758462069e-10 -2.516982130335419e-6 -7.3836061349928e-6 -4.866932976435741e-6
38.98 -1.9745694027474468e-10 -2.513106914020758e-6 -7.367440684517271e-6 -4.854641802458236e-6
38.99 -1.9669083478129116e-10 -2.5092394166450824e-6 -7.351321942153093e-6 -4.842389680991471e-6
39.0 -1.9599999966010616e-10 -2.505379620330073e-6 -7.335249740632122e-6 -4.830176462227685e-6
39.01 -1.9538404513568533e-10 -2.5015275072863256e-6 -7.31922391340148e-6 -4.818001997029259e-6
39.02 -1.9484262310117416e-10 -2.497683059813223e-6 -7.303244294620061e-6 -4.805866136925346e-6
39.03 -1.9437542711837162e-10 -2.493846260298825e-6 -7.287310719155074e-6 -4.79376873410854e-6
39.04 -1.9398219241772547e-10 -2.4900170912196947e-6 -7.271423022578424e-6 -4.781709641431414e-6
39.05 -1.9366269589833525e-10 -2.4861955351407748e-6 -7.2555810411632865e-6 -4.769688712403242e-6
39.06 -1.9341675612795102e-10 -2.482381574715256e-6 -7.239784611880611e-6 -4.757705801186621e-6
39.07 -1.9324423334297424e-10 -2.478575192684442e-6 -7.224033572395731e-6 -4.745760762594227e-6
39.08 -1.93145029448457e-10 -2.4747763718776057e-6 -7.208327761064856e-6 -4.73385345208545e-6
39.09 -1.9311908801810199e-10 -2.4709850952118497e-6 -7.192667016931678e-6 -4.721983725763145e-6
39.1 -1.9316639429426308e-10 -2.4672013456919988e-6 -7.1770511797240475e-6 -4.7101514403704146e-6
39.11 -1.932869751879452e-10 -2.463425106410427e-6 -7.161480089850521e-6 -4.6983564532873365e-6
39.12 -1.9348089927880368e-10 -2.4596563605469635e-6 -7.1459535883970565e-6 -4.686598622527753e-6
39.13 -1.937375781690546e-10 -2.455895048686485e-6 -7.130471769881776e-6 -4.674878093506309e-6
39.14 -1.939928978395978e-10 -2.4521408981885297e-6 -7.115035990296024e-6 -4.663196442930763e-6
39.15 -1.9423614286716288e-10 -2.4483938500422314e-6 -7.0996463378761595e-6 -4.65155380934334e-6
39.16 -1.9446729024718067e-10 -2.4446538879754573e-6 -7.0843026484644235e-6 -4.639950044814898e-6
39.17 -1.946863181325442e-10 -2.4409209957606142e-6 -7.0690047585964434e-6 -4.628385002066564e-6
39.18 -1.948932058336093e-10 -2.4371951572145097e-6 -7.053752505497866e-6 -4.616858534466503e-6
39.19 -1.9508793381819426e-10 -2.4334763561982187e-6 -7.038545727080946e-6 -4.605370496026642e-6
39.2 -1.9527048371158e-10 -2.429764576616947e-6 -7.023384261941226e-6 -4.593920741399482e-6
39.21 -1.9544083829651018e-10 -2.426059802419917e-6 -7.008267949354293e-6 -4.582509125874966e-6
39.22 -1.955989815131906e-10 -2.422362017600222e-6 -6.993196629272359e-6 -4.571135505377209e-6
39.23 -1.9574489845929083e-10 -2.418671206194703e-6 -6.978170142321064e-6 -4.559799736461422e-6
39.24 -1.9587857538994117e-10 -2.4149873522838043e-6 -6.9631883297961474e-6 -4.548501676310718e-6
39.25 -1.9599999971752058e-10 -2.411310439950029e-6 -6.948251033532873e-6 -4.5372411826446065e-6
39.26 -1.961091600106593e-10 -2.4076404530880107e-6 -6.933358095319793e-6 -4.526018113311298e-6
39.27 -1.9620604599864936e-10 -2.4039773762489594e-6 -6.918509359491299e-6 -4.514832328086469e-6
39.28 -1.9629064856646842e-10 -2.4003211936854845e-6 -6.903704669988166e-6 -4.503683686631687e-6
39.29 -1.9636295975655665e-10 -2.3966718896931765e-6 -6.888943871405293e-6 -4.492572049221063e-6
39.3 -1.9642297276881668e-10 -2.3930294486104925e-6 -6.874226808988559e-6 -4.481497276738229e-6
39.31 -1.964706819606144e-10 -2.3893938548186454e-6 -6.859553328631698e-6 -4.4704592306733306e-6
39.32 -1.9650608284677745e-10 -2.3857650927414525e-6 -6.8449232768732025e-6 -4.4594577731200596e-6
39.33 -1.9652917209959666e-10 -2.3821431468452237e-6 -6.830336500893135e-6 -4.4484927667725975e-6
39.34 -1.9653994754882545e-10 -2.3785280016386285e-6 -6.8157928485100844e-6 -4.437564074922693e-6
39.35 -1.9653840818167966e-10 -2.3749196416725813e-6 -6.801292168178138e-6 -4.4266715614567455e-6
39.36 -1.965245541428379e-10 -2.3713180515401097e-6 -6.786834308983728e-6 -4.415815090852793e-6
39.37 -1.964983867344416e-10 -2.3677232158762266e-6 -6.772419120642675e-6 -4.404994528177667e-6
39.38 -1.9646144747652216e-10 -2.3641351258567092e-6 -6.758044792176283e-6 -4.394208072081436e-6
39.39 -1.9642297277528781e-10 -2.3605538051739483e-6 -6.743701224957779e-6 -4.383445605142165e-6
39.4 -1.9638450184187416e-10 -2.35697924503617e-6 -6.729386656027489e-6 -4.3727053740132305e-6
39.41 -1.963460346762777e-10 -2.3534114301907856e-6 -6.715100986261369e-6 -4.361987294828088e-6
39.42 -1.9630757127849485e-10 -2.3498503454253345e-6 -6.700844117008084e-6 -4.351291284152855e-6
39.43 -1.962691116485225e-10 -2.346295975567382e-6 -6.686615950086849e-6 -4.340617258984258e-6
39.44 -1.9623065578635765e-10 -2.3427483054843667e-6 -6.672416387785204e-6 -4.329965136747559e-6
39.45 -1.9619220369199708e-10 -2.3392073200834927e-6 -6.65824533285689e-6 -4.319334835294536e-6
39.46 -1.9615375536543807e-10 -2.335673004311634e-6 -6.644102688519751e-6 -4.3087262729014865e-6
39.47 -1.9611531080667763e-10 -2.332145343155175e-6 -6.629988358453524e-6 -4.298139368267167e-6
39.48 -1.960768700157137e-10 -2.3286243216399292e-6 -6.6159022467978e-6 -4.287574040510852e-6
39.49 -1.9603843299254252e-10 -2.325109924830987e-6 -6.601844258149826e-6 -4.2770302091702635e-6
39.5 -1.9599999973716286e-10 -2.3216021378326346e-6 -6.587814297562548e-6 -4.266507794199724e-6
39.51 -1.9596157024957192e-10 -2.318100945788202e-6 -6.573812270542386e-6 -4.25600671596806e-6
39.52 -1.9592314452976709e-10 -2.3146063338799624e-6 -6.559838083047235e-6 -4.245526895256711e-6
39.53 -1.9588472257774675e-10 -2.311118287329025e-6 -6.545891641484447e-6 -4.235068253257825e-6
39.54 -1.9584630439350873e-10 -2.3076367913951984e-6 -6.531972852708695e-6 -4.224630711572251e-6
39.55 -1.9580788997705078e-10 -2.3041618313768823e-6 -6.518081624019987e-6 -4.214214192207662e-6
39.56 -1.957694793283716e-10 -2.3006933926109645e-6 -6.504217863161668e-6 -4.203818617576664e-6
39.57 -1.957310724474688e-10 -2.297231460472688e-6 -6.490381478318369e-6 -4.193443910494877e-6
39.58 -1.956926693343415e-10 -2.2937760203755496e-6 -6.476572378114022e-6 -4.1830899941790455e-6
39.59 -1.9565426998898737e-10 -2.290327057771169e-6 -6.46279047160984e-6 -4.172756792245156e-6
39.6 -1.9561587441140513e-10 -2.2868845581491974e-6 -6.449035668302425e-6 -4.162444228706636e-6
39.61 -1.9557748260159354e-10 -2.2834485070371897e-6 -6.435307878121715e-6 -4.152152227972421e-6
39.62 -1.9553909455955156e-10 -2.28001889000049e-6 -6.421607011429068e-6 -4.141880714845164e-6
39.63 -1.955022455839508e-10 -2.2765956955212278e-6 -6.407935902892145e-6 -4.13163253907313e-6
39.64 -1.9547614632745425e-10 -2.2731789264596514e-6 -6.394311974428688e-6 -4.121425141032121e-6
