 R   <X|H|A>   <X|H|B>   <X|H|C>   <A|H|B>   <A|H|C>   <B|H|C> 
38.22 0.0 0.0 0.0 0.00031732715141346565 -8.888137923841303e-7 0.00015879789672257637
38.23 0.0 0.0 0.0 0.00031665305058052037 -8.850017275932622e-7 0.00015841673468735559
38.24 0.0 0.0 0.0 0.0003159794816069614 -8.81201188425999e-7 0.0001580360674966713
38.25 0.0 0.0 0.0 0.00031530644389567375 -8.774121554098566e-7 0.00015765589150355566
38.26 0.0 0.0 0.0 0.0003146339368445422 -8.73634605525648e-7 0.0001572762039472604
38.27 0.0 0.0 0.0 0.0003139619598295215 -8.698685017189751e-7 0.0001568970055096434
38.28 0.0 0.0 0.0 0.00031329051222182987 -8.661138037472008e-7 0.00015651829771319017
38.29 0.0 0.0 0.0 0.00031261959339364264 -8.623704717485274e-7 0.00015614008205927453
38.3 0.0 0.0 0.0 0.0003119492027180943 -8.58638466238437e-7 0.00015576236002823104
38.31 0.0 0.0 0.0 0.0003112793395692752 -8.549177481061199e-7 0.0001553851330794331
38.32 0.0 0.0 0.0 0.0003106100033222333 -8.512082786109496e-7 0.0001550084026513636
38.33 0.0 0.0 0.0 0.0003099411933529699 -8.475100193789456e-7 0.0001546321701616903
38.34 0.0 0.0 0.0 0.00030927290903843977 -8.438229323992748e-7 0.0001542564370073373
38.35 0.0 0.0 0.0 0.0003086051497565525 -8.401469800207855e-7 0.00015388120456456212
38.36 0.0 0.0 0.0 0.0003079379148861678 -8.364821249485278e-7 0.00015350647418902174
38.37 0.0 0.0 0.0 0.00030727120380709644 -8.32828330240306e-7 0.00015313224721585114
38.38 0.0 0.0 0.0 0.0003066050159000983 -8.291855593032684e-7 0.00015275852495973198
38.39 0.0 0.0 0.0 0.0003059393505468822 -8.255537758904853e-7 0.00015238530871496727
38.4 0.0 0.0 0.0 0.0003052742071301051 -8.219329440975789e-7 0.00015201259975554789
38.41 0.0 0.0 0.0 0.00030460958503337007 -8.183230283593376e-7 0.00015164039933523014
38.42 0.0 0.0 0.0 0.00030394548364122426 -8.147239934463646e-7 0.00015126870868760077
38.43 0.0 0.0 0.0 0.00030328190233916175 -8.111358044617684e-7 0.00015089752902615295
38.44 0.0 0.0 0.0 0.00030261884051361806 -8.075584268378203e-7 0.00015052686154435216
38.45 0.0 0.0 0.0 0.00030195629755197073 -8.039918263326804e-7 0.00015015670741570734
38.46 0.0 0.0 0.0 0.0003012942728425414 -8.004359690271124e-7 0.0001497870677938437
38.47 0.0 0.0 0.0 0.0003006327657745885 -7.968908213212215e-7 0.0001494179438125677
38.48 0.0 0.0 0.0 0.0002999717757383116 -7.9335634993123e-7 0.0001490493365859391
38.49 0.0 0.0 0.0 0.00029931130212484724 -7.898325218862296e-7 0.00014868124720833852
38.5 0.0 0.0 0.0 0.0002986513443262707 -7.863193045250049e-7 0.00014831367675453817
38.51 0.0 0.0 0.0 0.0002979919017370098 -7.828166687696798e-7 0.00014794662543473393
38.52 0.0 0.0 0.0 0.00029733297375807665 -7.793245988280286e-7 0.00014758009007627721
38.53 0.0 0.0 0.0 0.0002966745597927708 -7.758430821424461e-7 0.00014721406668809065
38.54 0.0 0.0 0.0 0.00029601665924525227 -7.723721060817774e-7 0.0001468485513098078
38.55 0.0 0.0 0.0 0.00029535927152054094 -7.689116579415342e-7 0.00014648354001166712
38.56 0.0 0.0 0.0 0.00029470239602451823 -7.654617249440365e-7 0.00014611902889442134
38.57 0.0 0.0 0.0 0.0002940460321639226 -7.620222942385693e-7 0.000145755014089241
38.58 0.0 0.0 0.0 0.00029339017934635123 -7.585933529015596e-7 0.00014539149175761326
38.59 0.0 0.0 0.0 0.0002927348369802567 -7.551748879367116e-7 0.0001450284580912528
38.6 0.0 0.0 0.0 0.0002920800044749484 -7.517668862751989e-7 0.00014466590931200122
38.61 0.0 0.0 0.0 0.00029142568124059 -7.483693347757987e-7 0.0001443038416717349
38.62 0.0 0.0 0.0 0.0002907718666881993 -7.449822202250544e-7 0.00014394225145226966
38.63 0.0 0.0 0.0 0.00029011856022964557 -7.416055293374388e-7 0.0001435811349652652
38.64 0.0 0.0 0.0 0.00028946576148733785 -7.382389348016266e-7 0.00014322048937370923
38.65 0.0 0.0 0.0 0.0002888134726270111 -7.348783006297174e-7 0.0001428603218320403
38.66 0.0 0.0 0.0 0.00028816168988298564 -7.315283733834692e-7 0.0001425006162808527
38.67 0.0 0.0 0.0 0.000287510412678133 -7.281891284618442e-7 0.00014214136918002092
38.68 0.0 0.0 0.0 0.000286859640436031 -7.248605413898814e-7 0.00014178257701823502
38.69 0.0 0.0 0.0 0.0002862093725809616 -7.215425878175321e-7 0.00014142423631291582
38.7 0.0 0.0 0.0 0.0002855596085379111 -7.182352435185239e-7 0.00014106634361012643
38.71 0.0 0.0 0.0 0.00028491034773257286 -7.149384843892298e-7 0.0001407088954844869
38.72 0.0 0.0 0.0 0.0002842615895913451 -7.116522864474891e-7 0.00014035188853908442
38.73 0.0 0.0 0.0 0.0002836133335413319 -7.083766258314587e-7 0.0001399953194053915
38.74 0.0 0.0 0.0 0.00028296557901034237 -7.051114787984509e-7 0.00013963918474317597
38.75 0.0 0.0 0.0 0.0002823183254268939 -7.018568217237681e-7 0.00013928348124041801
38.76 0.0 0.0 0.0 0.0002816715722198648 -6.986126285041121e-7 0.000138928206323821
38.77 0.0 0.0 0.0 0.000281025318817469 -6.953788628724652e-7 0.00013857336027599663
38.78 0.0 0.0 0.0 0.0002803795646482997 -6.921554863609785e-7 0.0001382189440782286
38.79 0.0 0.0 0.0 0.0002797343091416716 -6.889424609181532e-7 0.00013786495869629145
38.8 0.0 0.0 0.0 0.00027908955172762344 -6.857397489049345e-7 0.00013751140508050808
38.81 0.0 0.0 0.0 0.00027844529183691655 -6.825473130907951e-7 0.00013715828416580305
38.82 0.0 0.0 0.0 0.0002778015289010378 -6.79365116649858e-7 0.00013680559687176164
38.83 0.0 0.0 0.0 0.00027715826235219623 -6.761931231569803e-7 0.00013645334410268277
38.84 0.0 0.0 0.0 0.0002765154916233248 -6.730312965838987e-7 0.00013610152674763538
38.85 0.0 0.0 0.0 0.0002758732161480832 -6.698796012953673e-7 0.00013575014568051373
38.86 0.0 0.0 0.0 0.0002752314353608536 -6.667380020452806e-7 0.0001353992017600904
38.87 0.0 0.0 0.0 0.00027459014869674335 -6.636064639728409e-7 0.00013504869583007352
38.88 0.0 0.0 0.0 0.0002739493555915843 -6.604849525987207e-7 0.0001346986287191586
38.89 0.0 0.0 0.0 0.00027330905548193535 -6.573734338212421e-7 0.00013434900124108698
38.9 0.0 0.0 0.0 0.00027266924780507926 -6.542718739125545e-7 0.00013399981419469259
38.91 0.0 0.0 0.0 0.00027202993199902474 -6.511802395148211e-7 0.00013365106836396495
38.92 0.0 0.0 0.0 0.0002713911075025063 -6.48098497636445e-7 0.00013330276451809482
38.93 0.0 0.0 0.0 0.0002707527737549855 -6.450266156482625e-7 0.0001329549034115332
38.94 0.0 0.0 0.0 0.0002701149301966492 -6.419645612797837e-7 0.00013260748578404035
38.95 0.0 0.0 0.0 0.0002694775762684108 -6.389123026154052e-7 0.00013226051236074285
38.96 0.0 0.0 0.0 0.00026884071141191127 -6.358698080906832e-7 0.0001319139838521826
38.97 0.0 0.0 0.0 0.00026820433506951746 -6.328370464885563e-7 0.00013156790095437282
38.98 0.0 0.0 0.0 0.0002675684466843245 -6.298139869356349e-7 0.00013122226434884832
38.99 0.0 0.0 0.0 0.00026693304570015364 -6.268005988984562e-7 0.00013087707470271857
39.0 0.0 0.0 0.0 0.0002662981315615556 -6.237968521797784e-7 0.00013053233266872033
39.01 0.0 0.0 0.0 0.00026566370371389073 -6.20802718020109e-7 0.0001301880385636721
39.02 0.0 0.0 0.0 0.0002650297616035811 -6.178181723646211e-7 0.00012984419141053442
39.03 0.0 0.0 0.0 0.0002643963046778579 -6.148431924653393e-7 0.00012950078991510566
39.04 0.0 0.0 0.0 0.00026376333238467624 -6.118777557620963e-7 0.00012915783278930965
39.05 0.0 0.0 0.0 0.00026313084417271674 -6.089218398801177e-7 0.00012881531875117626
39.06 0.0 0.0 0.0 0.0002624988394913848 -6.05975422627552e-7 0.00012847324652483425
39.07 0.0 0.0 0.0 0.0002618673177908125 -6.030384819930694e-7 0.00012813161484049367
39.08 0.0 0.0 0.0 0.00026123627852185643 -6.001109961434e-7 0.00012779042243443394
39.09 0.0 0.0 0.0 0.00026060572113609953 -5.971929434209135e-7 0.0001274496680489922
39.1 0.0 0.0 0.0 0.00025997564508585113 -5.942843023412073e-7 0.00012710935043254733
39.11 0.0 0.0 0.0 0.00025934604982414647 -5.913850515906538e-7 0.00012676946833950871
39.12 0.0 0.0 0.0 0.00025871693480474694 -5.884951700239919e-7 0.00012643002053030385
39.13 0.0 0.0 0.0 0.00025808829948214087 -5.856146366619199e-7 0.00012609100577136157
39.14 0.0 0.0 0.0 0.0002574601433115441 -5.827434306886625e-7 0.00012575242283510498
39.15 0.0 0.0 0.0 0.00025683246574889927 -5.798815314495582e-7 0.0001254142704999324
39.16 0.0 0.0 0.0 0.000256205266250876 -5.770289184486538e-7 0.00012507654755020972
39.17 0.0 0.0 0.0 0.0002555785442748712 -5.741855713462961e-7 0.0001247392527762535
39.18 0.0 0.0 0.0 0.0002549522992790107 -5.713514699567224e-7 0.00012440238497432138
39.19 0.0 0.0 0.0 0.00025432653072214714 -5.685265942456571e-7 0.00012406594294659843
39.2 0.0 0.0 0.0 0.0002537012380638615 -5.657109243279156e-7 0.00012372992550118122
39.21 0.0 0.0 0.0 0.0002530764207644635 -5.629044404650042e-7 0.00012339433145207277
39.22 0.0 0.0 0.0 0.00025245207828499184 -5.60107123062726e-7 0.00012305915961916087
39.23 0.0 0.0 0.0 0.0002518282100872124 -5.573189526687849e-7 0.00012272440882821258
39.24 0.0 0.0 0.0 0.0002512048156336209 -5.545399099703966e-7 0.0001223900779108591
39.25 0.0 0.0 0.0 0.0002505818946580988 -5.517695850119291e-7 0.00012205616671367303
39.26 0.0 0.0 0.0 0.00024995944840895494 -5.49005380864757e-7 0.00012172268081466137
39.27 0.0 0.0 0.0 0.00024933747412863677 -5.462504848316464e-7 0.0001213896111862148
39.28 0.0 0.0 0.0 0.00024871597128841254 -5.43504868197401e-7 0.00012105695719070146
39.29 0.0 0.0 0.0 0.0002480949393601746 -5.407685025472974e-7 0.00012072471819054065
39.3 0.0 0.0 0.0 0.00024747437781644314 -5.380413597639216e-7 0.00012039289354820875
39.31 0.0 0.0 0.0 0.00024685428613036454 -5.353234120239699e-7 0.0001200614826262487
39.32 0.0 0.0 0.0 0.0002462346637757148 -5.326146317950941e-7 0.00011973048478727487
39.33 0.0 0.0 0.0 0.0002456155102268981 -5.299149918327112e-7 0.00011939989939397847
39.34 0.0 0.0 0.0 0.0002449968249589477 -5.272244651768364e-7 0.00011906972580913623
39.35 0.0 0.0 0.0 0.000244378607447529 -5.245430251489212e-7 0.00011873996339561615
39.36 0.0 0.0 0.0 0.0002437608571689372 -5.218706453486706e-7 0.00011841061151638451
39.37 0.0 0.0 0.0 0.00024314357360009944 -5.192072996508862e-7 0.00011808166953451101
39.38 0.0 0.0 0.0 0.00024252675621857576 -5.165529622023038e-7 0.00011775313681317554
39.39 0.0 0.0 0.0 0.00024191040450256092 -5.139076074184285e-7 0.00011742501271567824
39.4 0.0 0.0 0.0 0.00024129451793088213 -5.112712099803711e-7 0.00011709729660544139
39.41 0.0 0.0 0.0 0.00024067909598300276 -5.086437448317e-7 0.00011676998784601634
39.42 0.0 0.0 0.0 0.00024006413813902058 -5.060251871752721e-7 0.00011644308580109438
39.43 0.0 0.0 0.0 0.00023944964387967213 -5.034155124700976e-7 0.00011611658983450823
39.44 0.0 0.0 0.0 0.0002388356126863289 -5.008146964281676e-7 0.00011579049931024106
39.45 0.0 0.0 0.0 0.00023822204404100135 -4.982227150113215e-7 0.00011546481359243151
39.46 0.0 0.0 0.0 0.00023760893742633924 -4.956395444280899e-7 0.00011513953204538266
39.47 0.0 0.0 0.0 0.00023699629232563137 -4.930651611305551e-7 0.0001148146540335652
39.48 0.0 0.0 0.0 0.00023638410822280622 -4.904995418111969e-7 0.00011449017892162616
39.49 0.0 0.0 0.0 0.00023577238460243378 -4.879426633997654e-7 0.00011416610607439396
39.5 0.0 0.0 0.0 0.0002351611209497271 -4.853945030601367e-7 0.00011384243485688563
39.51 0.0 0.0 0.0 0.00023455031675054515 -4.828550382638197e-7 0.00011351916460894711
39.52 0.0 0.0 0.0 0.00023393997149141199 -4.803242470133975e-7 0.00011319629456973883
39.53 0.0 0.0 0.0 0.00023333008465950214 -4.778021076035718e-7 0.00011287382395484774
39.54 0.0 0.0 0.0 0.0002327206557426335 -4.7528859854061334e-7 0.00011255175198179664
39.55 0.0 0.0 0.0 0.00023211168422926896 -4.727836985393292e-7 0.00011223007787004932
39.56 0.0 0.0 0.0 0.0002315031696085181 -4.702873865200389e-7 0.00011190880084100724
39.57 0.0 0.0 0.0 0.000230895111370138 -4.6779964160554625e-7 0.00011158792011801391
39.58 0.0 0.0 0.0 0.00023028750900453283 -4.653204431181036e-7 0.00011126743492635267
39.59 0.0 0.0 0.0 0.00022968036200275414 -4.6284977057637935e-7 0.00011094734449325171
39.6 0.0 0.0 0.0 0.0002290736698565048 -4.603876036924568e-7 0.0001106276480478814
39.61 0.0 0.0 0.0 0.00022846743205813563 -4.579339223687804e-7 0.0001103083448213563
39.62 0.0 0.0 0.0 0.00022786164810064907 -4.55488706695154e-7 0.00010998943404673869
39.63 0.0 0.0 0.0 0.00022725631747769822 -4.530519369457094e-7 0.00010967091495903563
39.64 0.0 0.0 0.0 0.00022665143968358972 -4.5062359357589543e-7 0.00010935278679520308
39.65 0.0 0.0 0.0 0.00022604701421328197 -4.482036572194514e-7 0.00010903504879414576
39.66 0.0 0.0 0.0 0.00022544304056238757 -4.45792108685395e-7 0.00010871770019671827
39.67 0.0 0.0 0.0 0.00022483951822717318 -4.4338892895500517e-7 0.00010840074024572578
39.68 0.0 0.0 0.0 0.00022423644670456144 -4.4099409917881085e-7 0.00010808416818592708
39.69 0.0 0.0 0.0 0.00022363382549213045 -4.3860760067357983e-7 0.00010776798326403242
39.7 0.0 0.0 0.0 0.00022303165408811478 -4.362294149193011e-7 0.0001074521847287067
39.71 0.0 0.0 0.0 0.0002224299319914078 -4.338595235561865e-7 0.00010713677183057166
39.72 0.0 0.0 0.0 0.00022182865870155972 -4.3149790838165203e-7 0.00010682174382220371
39.73 0.0 0.0 0.0 0.00022122783371878019 -4.291445513473176e-7 0.00010650709995813822
39.74 0.0 0.0 0.0 0.00022062745654393903 -4.2679943455600216e-7 0.00010619283949486817
39.75 0.0 0.0 0.0 0.00022002752667856667 -4.2446254025872026e-7 0.00010587896169084743
39.76 0.0 0.0 0.0 0.00021942804362485349 -4.221338507860512e-7 0.00010556546582975436
39.77 0.0 0.0 0.0 0.0002188290068856478 -4.198133483512868e-7 0.00010525235128973221
39.78 0.0 0.0 0.0 0.00021823041596446033 -4.175010152495722e-7 0.00010493961747263602
39.79 0.0 0.0 0.0 0.00021763227036546463 -4.151968339211968e-7 0.00010462726378063644
39.8 0.0 0.0 0.0 0.00021703456959349898 -4.129007869485174e-7 0.00010431528961622561
39.81 0.0 0.0 0.0 0.00021643731315406687 -4.106128570528722e-7 0.00010400369438222303
39.82 0.0 0.0 0.0 0.00021584050055333833 -4.083330270915007e-7 0.0001036924774817838
39.83 0.0 0.0 0.0 0.00021524413129814913 -4.060612800544634e-7 0.000103381638318402
39.84 0.0 0.0 0.0 0.00021464820489600235 -4.0379759906156297e-7 0.00010307117629591697
39.85 0.0 0.0 0.0 0.00021405272085507073 -4.0154196735927656e-7 0.00010276109081852313
39.86 0.0 0.0 0.0 0.00021345767880241154 -3.9929420471510865e-7 0.000102451381709035
39.87 0.0 0.0 0.0 0.0002128630787089262 -3.9705365572450804e-7 0.00010214205000481199
39.88 0.0 0.0 0.0 0.0002122689194355069 -3.9482120236079183e-7 0.00010183309281388596
39.89 0.0 0.0 0.0 0.00021167520049592044 -3.9259682440554045e-7 0.00010152450955222916
39.9 0.0 0.0 0.0 0.0002110819214045706 -3.903805017929153e-7 0.0001012162996360762
39.91 0.0 0.0 0.0 0.00021048908167649948 -3.8817221460779384e-7 0.00010090846248192905
39.92 0.0 0.0 0.0 0.00020989668082738763 -3.859719430838922e-7 0.00010060099750655983
39.93 0.0 0.0 0.0 0.00020930471837355492 -3.8377966760189973e-7 0.00010029390412701444
39.94 0.0 0.0 0.0 0.00020871319383195826 -3.8159536868760547e-7 9.998718176061374e-5
39.95 0.0 0.0 0.0 0.00020812210672019324 -3.794190270100437e-7 9.968082982495831e-5
39.96 0.0 0.0 0.0 0.00020753145655649425 -3.772506233796305e-7 9.937484773793259e-5
39.97 0.0 0.0 0.0 0.00020694124285973277 -3.7509013874631075e-7 9.906923491770539e-5
39.98 0.0 0.0 0.0 0.00020635146514941979 -3.729375541977071e-7 9.876399078273548e-5
39.99 0.0 0.0 0.0 0.00020576212294570292 -3.707928509572723e-7 9.845911475177355e-5
40.0 0.0 0.0 0.0 0.00020517321576936986 -3.686560103824532e-7 9.815460624386515e-5
40.01 0.0 0.0 0.0 0.00020458474314184407 -3.6652701413185874e-7 9.785046461396477e-5
40.02 0.0 0.0 0.0 0.00020399670458518513 -3.6440584466233665e-7 9.754668896136779e-5
40.03 0.0 0.0 0.0 0.0002034090996220907 -3.6229248470587285e-7 9.724327832567526e-5
40.04 0.0 0.0 0.0 0.0002028219277758962 -3.6018691709693814e-7 9.694023175157407e-5
40.05 0.0 0.0 0.0 0.00020223518857057516 -3.580891247709073e-7 9.66375482888232e-5
40.06 0.0 0.0 0.0 0.00020164888153073937 -3.5599909076248873e-7 9.633522699224594e-5
40.07 0.0 0.0 0.0 0.0002010630061816394 -3.539167982041543e-7 9.603326692171618e-5
40.08 0.0 0.0 0.0 0.0002004775620491634 -3.518422303245614e-7 9.573166714214826e-5
40.09 0.0 0.0 0.0 0.000199892548659837 -3.497753704469906e-7 9.543042672348623e-5
40.1 0.0 0.0 0.0 0.00019930796554082597 -3.477162019877866e-7 9.512954474069226e-5
40.11 0.0 0.0 0.0 0.00019872381221993228 -3.4566470845478577e-7 9.482902027373527e-5
40.12 0.0 0.0 0.0 0.0001981400882255965 -3.436208734457607e-7 9.452885240758053e-5
40.13 0.0 0.0 0.0 0.00019755679308689682 -3.415846806468603e-7 9.422904023217989e-5
40.14 0.0 0.0 0.0 0.00019697392633355088 -3.3955611383106223e-7 9.392958284245865e-5
40.15 0.0 0.0 0.0 0.0001963914874959126 -3.3753515685660706e-7 9.363047933830617e-5
40.16 0.0 0.0 0.0 0.00019580947610497467 -3.355217936654584e-7 9.333172882456476e-5
40.17 0.0 0.0 0.0 0.0001952278916923674 -3.3351600828174895e-7 9.303333041101895e-5
40.18 0.0 0.0 0.0 0.0001946467337903595 -3.315177848102394e-7 9.273528321238476e-5
40.19 0.0 0.0 0.0 0.0001940660019318574 -3.2952710743477063e-7 9.243758634829898e-5
40.2 0.0 0.0 0.0 0.00019348569565040417 -3.275439604167183e-7 9.214023894330798e-5
40.21 0.0 0.0 0.0 0.00019290581448018314 -3.255683280934709e-7 9.184324012685885e-5
40.22 0.0 0.0 0.0 0.0001923263582032725 -3.235998902540093e-7 9.154658982242165e-5
40.23 0.0 0.0 0.0 0.0001917473262939994 -3.2163870642353615e-7 9.125028697410519e-5
40.24 0.0 0.0 0.0 0.00019116871805605228 -3.1968504744516426e-7 9.095432998425972e-5
40.25 0.0 0.0 0.0 0.000190590533028361 -3.177388952929211e-7 9.065871800883412e-5
40.26 0.0 0.0 0.0 0.00019001277075045173 -3.158002315278694e-7 9.036345042642668e-5
40.27 0.0 0.0 0.0 0.00018943543076245747 -3.1386903573261567e-7 9.006852748640672e-5
40.28 0.0 0.0 0.0 0.00018885851260510889 -3.1194528714781777e-7 8.97739496451507e-5
40.29 0.0 0.0 0.0 0.0001882820158197308 -3.1002896520705803e-7 8.947971734671788e-5
40.3 0.0 0.0 0.0 0.00018770593994824145 -3.0812004953456594e-7 8.918583102288903e-5
40.31 0.0 0.0 0.0 0.00018713028453315412 -3.062185199429574e-7 8.889229109320801e-5
40.32 0.0 0.0 0.0 0.00018655504911757652 -3.0432435643097263e-7 8.85990979650206e-5
40.33 0.0 0.0 0.0 0.00018598023324521042 -3.0243753918123156e-7 8.830625203351217e-5
40.34 0.0 0.0 0.0 0.00018540583646035083 -3.0055804855797316e-7 8.801375368174969e-5
40.35 0.0 0.0 0.0 0.0001848318583078888 -2.986858651048334e-7 8.772160328072005e-5
40.36 0.0 0.0 0.0 0.00018425829833330847 -2.968209695426022e-7 8.742980118936728e-5
40.37 0.0 0.0 0.0 0.00018368515608268795 -2.949633427669987e-7 8.713834775463376e-5
40.38 0.0 0.0 0.0 0.00018311243110269977 -2.9311296584645386e-7 8.684724331149694e-5
40.39 0.0 0.0 0.0 0.00018254012294061168 -2.9126982001990027e-7 8.655648818301076e-5
40.4 0.0 0.0 0.0 0.0001819682311442842 -2.894338866945613e-7 8.626608268034024e-5
40.41 0.0 0.0 0.0 0.00018139675526217288 -2.8760514744374827e-7 8.597602710280349e-5
40.42 0.0 0.0 0.0 0.00018082569484332637 -2.8578358400467677e-7 8.568632173790694e-5
40.43 0.0 0.0 0.0 0.00018025504943738936 -2.839691782762721e-7 8.539696686138587e-5
40.44 0.0 0.0 0.0 0.00017968481859459892 -2.82161912316989e-7 8.510796273724096e-5
40.45 0.0 0.0 0.0 0.00017911500186578661 -2.803617683426378e-7 8.481930961777567e-5
40.46 0.0 0.0 0.0 0.00017854559880237908 -2.7856872872422246e-7 8.45310077436353e-5
40.47 0.0 0.0 0.0 0.00017797660895639618 -2.767827759857688e-7 8.424305734384353e-5
40.48 0.0 0.0 0.0 0.00017740803188045194 -2.750038928021757e-7 8.395545863584013e-5
40.49 0.0 0.0 0.0 0.0001768398671277541 -2.7323206199706247e-7 8.366821182551783e-5
40.5 0.0 0.0 0.0 0.00017627211425210604 -2.71467266540633e-7 8.338131710726022e-5
40.51 0.0 0.0 0.0 0.0001757047728078994 -2.697094904614433e-7 8.309477425710771e-5
40.52 0.0 0.0 0.0 0.00017513784235010152 -2.67958721536795e-7 8.280858142339452e-5
40.53 0.0 0.0 0.0 0.00017457132243427253 -2.6621494846346064e-7 8.252273636698908e-5
40.54 0.0 0.0 0.0 0.00017400521261656617 -2.6447815993088046e-7 8.223723687090819e-5
40.55 0.0 0.0 0.0 0.00017343951245373142 -2.6274834462065754e-7 8.195208074025803e-5
40.56 0.0 0.0 0.0 0.0001728742215031121 -2.610254912060515e-7 8.166726580217441e-5
40.57 0.0 0.0 0.0 0.0001723093393226486 -2.593095883514774e-7 8.138278990576034e-5
40.58 0.0 0.0 0.0 0.00017174486588045706 -2.5760015718062746e-7 8.109865214003043e-5
40.59 0.0 0.0 0.0 0.0001711808003308337 -2.558976481470147e-7 8.081484919396713e-5
40.6 0.0 0.0 0.0 0.00017061714218348837 -2.542021070087468e-7 8.053137883348522e-5
40.61 0.0 0.0 0.0 0.00017005389100091067 -2.525135199597277e-7 8.024823900141498e-5
40.62 0.0 0.0 0.0 0.000169491046346143 -2.50831873227751e-7 7.996542766212935e-5
40.63 0.0 0.0 0.0 0.00016892860778277983 -2.4915715307405353e-7 7.968294280148506e-5
40.64 0.0 0.0 0.0 0.000168366574874969 -2.474893457928819e-7 7.940078242676352e-5
40.65 0.0 0.0 0.0 0.00016780494718740942 -2.4582843771103876e-7 7.911894456661126e-5
40.66 0.0 0.0 0.0 0.00016724372428535315 -2.44174415187442e-7 7.883742727098269e-5
40.67 0.0 0.0 0.0 0.00016668290573460377 -2.4252726461267065e-7 7.855622861108041e-5
40.68 0.0 0.0 0.0 0.00016612249110151817 -2.408869724085209e-7 7.827534667929766e-5
40.69 0.0 0.0 0.0 0.00016556247995300484 -2.3925352502754123e-7 7.79947795891606e-5
40.7 0.0 0.0 0.0 0.00016500287185652402 -2.3762690895258196e-7 7.77145254752695e-5
40.71 0.0 0.0 0.0 0.00016444366638008936 -2.3600711069633883e-7 7.743458249324265e-5
40.72 0.0 0.0 0.0 0.00016388486309226567 -2.343941168008829e-7 7.715494881965762e-5
40.73 0.0 0.0 0.0 0.00016332646156217015 -2.327879138372042e-7 7.68756226519946e-5
40.74 0.0 0.0 0.0 0.00016276846135947166 -2.3118848840474028e-7 7.659660220857926e-5
40.75 0.0 0.0 0.0 0.0001622108620543922 -2.2959582713091622e-7 7.631788572852718e-5
40.76 0.0 0.0 0.0 0.00016165366321770763 -2.2800991590272925e-7 7.603947184393747e-5
40.77 0.0 0.0 0.0 0.00016109686442075557 -2.2643073760646616e-7 7.57613606857016e-5
40.78 0.0 0.0 0.0 0.0001605404652354293 -2.2485827450732305e-7 7.548355274766399e-5
40.79 0.0 0.0 0.0 0.0001599844652341717 -2.2329250902641642e-7 7.520604851167631e-5
40.8 0.0 0.0 0.0 0.00015942886398997693 -2.2173342373880497e-7 7.492884844763661e-5
40.81 0.0 0.0 0.0 0.00015887366107639008 -2.2018100137151056e-7 7.465195301352517e-5
40.82 0.0 0.0 0.0 0.00015831885606750872 -2.186352248015556e-7 7.43753626554431e-5
40.83 0.0 0.0 0.0 0.00015776444853797997 -2.1709607705398526e-7 7.409907780764808e-5
40.84 0.0 0.0 0.0 0.00015721043806300205 -2.1556354129991424e-7 7.382309889259191e-5
40.85 0.0 0.0 0.0 0.00015665682421832556 -2.140376008545795e-7 7.354742632095745e-5
40.86 0.0 0.0 0.0 0.0001561036065802512 -2.1251823917538044e-7 7.327206049169503e-5
40.87 0.0 0.0 0.0 0.00015555078472563087 -2.1100543985994647e-7 7.2997001792058e-5
40.88 0.0 0.0 0.0 0.00015499835823186694 -2.094991866441931e-7 7.272225059764096e-5
40.89 0.0 0.0 0.0 0.00015444632667691458 -2.0799946340039946e-7 7.244780727241522e-5
40.9 0.0 0.0 0.0 0.0001538946896392781 -2.0650625413527477e-7 7.217367216876409e-5
40.91 0.0 0.0 0.0 0.0001533434466980139 -2.0501954298804392e-7 7.18998456275203e-5
40.92 0.0 0.0 0.0 0.00015279259743272873 -2.0353931422852968e-7 7.16263279780008e-5
40.93 0.0 0.0 0.0 0.0001522421415176028 -2.0206543916829368e-7 7.135311982740709e-5
40.94 0.0 0.0 0.0 0.00015169207868627794 -2.0059771822866895e-7 7.108022195280208e-5
40.95 0.0 0.0 0.0 0.0001511424082372375 -1.9913647611378937e-7 7.080763377888528e-5
40.96 0.0 0.0 0.0 0.00015059312975398048 -1.976816956056372e-7 7.053535559446246e-5
40.97 0.0 0.0 0.0 0.00015004424282052278 -1.9623335964405613e-7 7.026338767689992e-5
40.98 0.0 0.0 0.0 0.00014949574702139928 -1.9479145132494326e-7 6.999173029216236e-5
40.99 0.0 0.0 0.0 0.00014894764194166307 -1.9335595389843336e-7 6.972038369484588e-5
41.0 0.0 0.0 0.0 0.00014839992716688628 -1.9192685076710182e-7 6.944934812821426e-5
41.01 0.0 0.0 0.0 0.0001478526022831608 -1.9050412579798415e-7 6.917862365762273e-5
41.02 0.0 0.0 0.0 0.0001473056668771063 -1.890877642430423e-7 6.890820967593141e-5
41.03 0.0 0.0 0.0 0.00014675912053586408 -1.8767775176254553e-7 6.86381054124687e-5
41.04 0.0 0.0 0.0 0.00014621296284709264 -1.862740741053031e-7 6.836831010093456e-5
41.05 0.0 0.0 0.0 0.00014566719339896954 -1.8487671710758361e-7 6.809882297939192e-5
41.06 0.0 0.0 0.0 0.00014512181178018987 -1.8348566669202278e-7 6.78296432902572e-5
41.07 0.0 0.0 0.0 0.00014457681757996867 -1.8210090886654666e-7 6.756077028029073e-5
