# Data
{R} <G|V|G> <H|V|H>
24.2153286 0.15545308 0.16320202
24.2225096 0.15546541 0.16320204
24.2296905 0.15547773 0.16320205
24.2368715 0.15549004 0.16320207
24.2440524 0.15550235 0.16320209
24.2512334 0.15551466 0.1632021
24.2584144 0.15552696 0.16320212
24.2655953 0.15553926 0.16320214
24.2727763 0.15555155 0.16320215
24.2799572 0.15556383 0.16320217
24.2871382 0.15557611 0.16320218
24.2943192 0.15558839 0.1632022
24.3015001 0.15560066 0.16320222
24.3086811 0.15561293 0.16320223
24.315862 0.15562519 0.16320225
24.323043 0.15563744 0.16320226
24.330224 0.15564969 0.16320228
24.3374049 0.15566194 0.1632023
24.3445859 0.15567418 0.16320231
24.3517668 0.15568642 0.16320233
24.3589478 0.15569865 0.16320234
24.3661288 0.15571087 0.16320236
24.3733097 0.15572309 0.16320237
24.3804907 0.15573531 0.16320239
24.3876716 0.15574752 0.1632024
24.3948526 0.15575972 0.16320242
24.4020336 0.15577192 0.16320244
24.4092145 0.15578411 0.16320245
24.4163955 0.1557963 0.16320247
24.4235764 0.15580849 0.16320248
24.4307574 0.15582066 0.1632025
24.4379384 0.15583284 0.16320251
24.4451193 0.15584501 0.16320253
24.4523003 0.15585717 0.16320254
24.4594812 0.15586933 0.16320256
24.4666622 0.15588148 0.16320257
24.4738431 0.15589362 0.16320259
24.4810241 0.15590577 0.1632026
24.4882051 0.1559179 0.16320262
24.495386 0.15593003 0.16320263
24.502567 0.15594216 0.16320265
24.5097479 0.15595428 0.16320266
24.5169289 0.15596639 0.16320268
24.5241099 0.1559785 0.16320269
24.5312908 0.15599061 0.1632027
24.5384718 0.1560027 0.16320272
24.5456527 0.1560148 0.16320273
24.5528337 0.15602689 0.16320275
24.5600147 0.15603897 0.16320276
24.5671956 0.15605105 0.16320278
24.5743766 0.15606312 0.16320279
24.5815575 0.15607518 0.1632028
24.5887385 0.15608724 0.16320282
24.5959195 0.1560993 0.16320283
24.6031004 0.15611135 0.16320285
24.6102814 0.15612339 0.16320286
24.6174623 0.15613543 0.16320287
24.6246433 0.15614747 0.16320289
24.6318243 0.15615949 0.1632029
24.6390052 0.15617152 0.16320292
24.6461862 0.15618353 0.16320293
24.6533671 0.15619554 0.16320294
24.6605481 0.15620755 0.16320296
24.667729 0.15621955 0.16320297
24.67491 0.15623154 0.16320298
24.682091 0.15624353 0.163203
24.6892719 0.15625552 0.16320301
24.6964529 0.1562675 0.16320302
24.7036338 0.15627947 0.16320304
24.7108148 0.15629144 0.16320305
24.7179958 0.1563034 0.16320306
24.7251767 0.15631535 0.16320308
24.7323577 0.1563273 0.16320309
24.7395386 0.15633925 0.1632031
24.7467196 0.15635119 0.16320312
24.7539006 0.15636312 0.16320313
24.7610815 0.15637505 0.16320314
24.7682625 0.15638697 0.16320316
24.7754434 0.15639889 0.16320317
24.7826244 0.1564108 0.16320318
24.7898054 0.1564227 0.16320319
24.7969863 0.1564346 0.16320321
24.8041673 0.15644649 0.16320322
24.8113482 0.15645838 0.16320323
24.8185292 0.15647027 0.16320324
24.8257102 0.15648214 0.16320326
24.8328911 0.15649401 0.16320327
24.8400721 0.15650588 0.16320328
24.847253 0.15651774 0.16320329
24.854434 0.15652959 0.16320331
24.8616149 0.15654144 0.16320332
24.8687959 0.15655328 0.16320333
24.8759769 0.15656512 0.16320334
24.8831578 0.15657695 0.16320336
24.8903388 0.15658878 0.16320337
24.8975197 0.1566006 0.16320338
24.9047007 0.15661241 0.16320339
24.9118817 0.15662422 0.16320341
24.9190626 0.15663602 0.16320342
24.9262436 0.15664782 0.16320343
24.9334245 0.15665961 0.16320344
24.9406055 0.1566714 0.16320345
24.9477865 0.15668318 0.16320347
24.9549674 0.15669495 0.16320348
24.9621484 0.15670672 0.16320349
24.9693293 0.15671848 0.1632035
24.9765103 0.15673024 0.16320351
24.9836913 0.15674199 0.16320352
24.9908722 0.15675374 0.16320354
24.9980532 0.15676548 0.16320355
25.0052341 0.15677721 0.16320356
25.0124151 0.15678894 0.16320357
25.0195961 0.15680066 0.16320358
25.026777 0.15681238 0.16320359
25.033958 0.15682409 0.16320361
25.0411389 0.15683579 0.16320362
25.0483199 0.15684749 0.16320363
25.0555009 0.15685918 0.16320364
25.0626818 0.15687087 0.16320365
25.0698628 0.15688255 0.16320366
25.0770437 0.15689423 0.16320367
25.0842247 0.1569059 0.16320368
25.0914056 0.15691756 0.1632037
25.0985866 0.15692922 0.16320371
25.1057676 0.15694087 0.16320372
25.1129485 0.15695252 0.16320373
25.1201295 0.15696416 0.16320374
25.1273104 0.1569758 0.16320375
25.1344914 0.15698743 0.16320376
25.1416724 0.15699905 0.16320377
25.1488533 0.15701067 0.16320378
25.1560343 0.15702228 0.1632038
25.1632152 0.15703389 0.16320381
25.1703962 0.15704549 0.16320382
25.1775772 0.15705708 0.16320383
25.1847581 0.15706867 0.16320384
25.1919391 0.15708026 0.16320385
25.19912 0.15709183 0.16320386
25.206301 0.1571034 0.16320387
25.213482 0.15711497 0.16320388
25.2206629 0.15712653 0.16320389
25.2278439 0.15713808 0.1632039
25.2350248 0.15714963 0.16320391
25.2422058 0.15716117 0.16320392
25.2493868 0.15717271 0.16320394
25.2565677 0.15718424 0.16320395
25.2637487 0.15719577 0.16320396
25.2709296 0.15720728 0.16320397
25.2781106 0.1572188 0.16320398
25.2852915 0.15723031 0.16320399
25.2924725 0.15724181 0.163204
25.2996535 0.1572533 0.16320401
25.3068344 0.15726479 0.16320402
25.3140154 0.15727628 0.16320403
25.3211963 0.15728775 0.16320404
25.3283773 0.15729923 0.16320405
25.3355583 0.15731069 0.16320406
25.3427392 0.15732215 0.16320407
25.3499202 0.15733361 0.16320408
25.3571011 0.15734506 0.16320409
25.3642821 0.1573565 0.1632041
25.3714631 0.15736794 0.16320411
25.378644 0.15737937 0.16320412
25.385825 0.1573908 0.16320413
25.3930059 0.15740222 0.16320414
25.4001869 0.15741363 0.16320415
25.4073679 0.15742504 0.16320416
25.4145488 0.15743644 0.16320417
25.4217298 0.15744784 0.16320418
25.4289107 0.15745923 0.16320419
25.4360917 0.15747061 0.1632042
25.4432727 0.15748199 0.16320421
25.4504536 0.15749336 0.16320422
25.4576346 0.15750473 0.16320423
25.4648155 0.15751609 0.16320424
25.4719965 0.15752745 0.16320425
25.4791774 0.1575388 0.16320426
25.4863584 0.15755014 0.16320427
25.4935394 0.15756148 0.16320428
25.5007203 0.15757281 0.16320429
25.5079013 0.15758414 0.1632043
25.5150822 0.15759546 0.16320431
25.5222632 0.15760678 0.16320432
25.5294442 0.15761809 0.16320433
25.5366251 0.15762939 0.16320434
25.5438061 0.15764069 0.16320435
25.550987 0.15765198 0.16320436
25.558168 0.15766326 0.16320437
25.565349 0.15767454 0.16320438
25.5725299 0.15768582 0.16320439
25.5797109 0.15769709 0.16320439
25.5868918 0.15770835 0.1632044
25.5940728 0.15771961 0.16320441
25.6012538 0.15773086 0.16320442
25.6084347 0.1577421 0.16320443
25.6156157 0.15775334 0.16320444
25.6227966 0.15776457 0.16320445
25.6299776 0.1577758 0.16320446
25.6371586 0.15778702 0.16320447
25.6443395 0.15779824 0.16320448
25.6515205 0.15780945 0.16320449
25.6587014 0.15782065 0.1632045
25.6658824 0.15783185 0.16320451
25.6730634 0.15784305 0.16320452
25.6802443 0.15785423 0.16320453
25.6874253 0.15786541 0.16320454
25.6946062 0.15787659 0.16320455
25.7017872 0.15788776 0.16320455
25.7089681 0.15789892 0.16320456
25.7161491 0.15791008 0.16320457
25.7233301 0.15792123 0.16320458
25.730511 0.15793238 0.16320459
25.737692 0.15794352 0.1632046
25.7448729 0.15795466 0.16320461
25.7520539 0.15796578 0.16320462
25.7592349 0.15797691 0.16320463
25.7664158 0.15798802 0.16320464
25.7735968 0.15799914 0.16320465
25.7807777 0.15801024 0.16320466
25.7879587 0.15802134 0.16320467
25.7951397 0.15803244 0.16320467
25.8023206 0.15804353 0.16320468
25.8095016 0.15805461 0.16320469
25.8166825 0.15806569 0.1632047
25.8238635 0.15807676 0.16320471
25.8310445 0.15808782 0.16320472
25.8382254 0.15809888 0.16320473
25.8454064 0.15810994 0.16320474
25.8525873 0.15812098 0.16320475
25.8597683 0.15813203 0.16320476
25.8669493 0.15814306 0.16320477
25.8741302 0.15815409 0.16320477
25.8813112 0.15816512 0.16320478
25.8884921 0.15817614 0.16320479
25.8956731 0.15818715 0.1632048
25.902854 0.15819816 0.16320481
25.910035 0.15820916 0.16320482
25.917216 0.15822016 0.16320483
25.9243969 0.15823115 0.16320484
25.9315779 0.15824213 0.16320485
25.9387588 0.15825311 0.16320486
25.9459398 0.15826409 0.16320486
25.9531208 0.15827505 0.16320487
25.9603017 0.15828602 0.16320488
25.9674827 0.15829697 0.16320489
25.9746636 0.15830792 0.1632049
25.9818446 0.15831887 0.16320491
25.9890256 0.15832981 0.16320492
25.9962065 0.15834074 0.16320493
26.0033875 0.15835167 0.16320494
26.0105684 0.15836259 0.16320495
26.0177494 0.1583735 0.16320495
26.0249304 0.15838441 0.16320496
26.0321113 0.15839532 0.16320497
26.0392923 0.15840622 0.16320498
26.0464732 0.15841711 0.16320499
26.0536542 0.158428 0.163205
26.0608352 0.15843888 0.16320501
26.0680161 0.15844976 0.16320502
26.0751971 0.15846063 0.16320503
26.082378 0.15847149 0.16320503
26.089559 0.15848235 0.16320504
26.0967399 0.1584932 0.16320505
26.1039209 0.15850405 0.16320506
26.1111019 0.15851489 0.16320507
26.1182828 0.15852573 0.16320508
26.1254638 0.15853656 0.16320509
26.1326447 0.15854739 0.1632051
26.1398257 0.1585582 0.16320511
26.1470067 0.15856902 0.16320511
26.1541876 0.15857983 0.16320512
26.1613686 0.15859063 0.16320513
26.1685495 0.15860142 0.16320514
26.1757305 0.15861222 0.16320515
26.1829115 0.158623 0.16320516
26.1900924 0.15863378 0.16320517
26.1972734 0.15864455 0.16320518
26.2044543 0.15865532 0.16320519
26.2116353 0.15866608 0.1632052
26.2188163 0.15867684 0.1632052
26.2259972 0.15868759 0.16320521
26.2331782 0.15869834 0.16320522
26.2403591 0.15870908 0.16320523
26.2475401 0.15871981 0.16320524
26.2547211 0.15873054 0.16320525
26.261902 0.15874126 0.16320526
26.269083 0.15875198 0.16320527
26.2762639 0.15876269 0.16320528
26.2834449 0.1587734 0.16320528
26.2906259 0.1587841 0.16320529
26.2978068 0.15879479 0.1632053
26.3049878 0.15880548 0.16320531
26.3121687 0.15881617 0.16320532
26.3193497 0.15882685 0.16320533
26.3265306 0.15883752 0.16320534
26.3337116 0.15884818 0.16320535
26.3408926 0.15885885 0.16320536
26.3480735 0.1588695 0.16320537
26.3552545 0.15888015 0.16320537
26.3624354 0.1588908 0.16320538
26.3696164 0.15890143 0.16320539
26.3767974 0.15891207 0.1632054
26.3839783 0.1589227 0.16320541
26.3911593 0.15893332 0.16320542
26.3983402 0.15894393 0.16320543
26.4055212 0.15895454 0.16320544
26.4127022 0.15896515 0.16320545
26.4198831 0.15897575 0.16320546
26.4270641 0.15898634 0.16320547
26.434245 0.15899693 0.16320547
26.441426 0.15900751 0.16320548
26.448607 0.15901809 0.16320549
26.4557879 0.15902866 0.1632055
26.4629689 0.15903923 0.16320551
26.4701498 0.15904979 0.16320552
26.4773308 0.15906035 0.16320553
26.4845118 0.1590709 0.16320554
26.4916927 0.15908144 0.16320555
26.4988737 0.15909198 0.16320556
26.5060546 0.15910251 0.16320557
26.5132356 0.15911304 0.16320558
26.5204165 0.15912356 0.16320558
26.5275975 0.15913408 0.16320559
26.5347785 0.15914459 0.1632056
26.5419594 0.15915509 0.16320561
26.5491404 0.15916559 0.16320562
26.5563213 0.15917609 0.16320563
26.5635023 0.15918657 0.16320564
26.5706833 0.15919706 0.16320565
26.5778642 0.15920754 0.16320566
26.5850452 0.15921801 0.16320567
26.5922261 0.15922847 0.16320568
26.5994071 0.15923894 0.16320569
26.6065881 0.15924939 0.1632057
26.613769 0.15925984 0.16320571
26.62095 0.15927029 0.16320571
26.6281309 0.15928073 0.16320572
26.6353119 0.15929116 0.16320573
26.6424929 0.15930159 0.16320574
26.6496738 0.15931201 0.16320575
26.6568548 0.15932243 0.16320576
26.6640357 0.15933284 0.16320577
26.6712167 0.15934325 0.16320578
26.6783977 0.15935365 0.16320579
26.6855786 0.15936404 0.1632058
26.6927596 0.15937443 0.16320581
26.6999405 0.15938482 0.16320582
26.7071215 0.1593952 0.16320583
26.7143024 0.15940557 0.16320583
26.7214834 0.15941594 0.16320584
26.7286644 0.1594263 0.16320585
26.7358453 0.15943666 0.16320586
26.7430263 0.15944701 0.16320587
26.7502072 0.15945736 0.16320588
26.7573882 0.1594677 0.16320589
26.7645692 0.15947803 0.1632059
26.7717501 0.15948837 0.16320591
26.7789311 0.15949869 0.16320592
26.786112 0.15950901 0.16320593
26.793293 0.15951932 0.16320594
26.800474 0.15952963 0.16320595
26.8076549 0.15953994 0.16320596
26.8148359 0.15955023 0.16320596
26.8220168 0.15956053 0.16320597
26.8291978 0.15957081 0.16320598
26.8363788 0.1595811 0.16320599
26.8435597 0.15959137 0.163206
26.8507407 0.15960164 0.16320601
26.8579216 0.15961191 0.16320602
26.8651026 0.15962217 0.16320603
26.8722836 0.15963242 0.16320604
26.8794645 0.15964267 0.16320605
26.8866455 0.15965292 0.16320606
26.8938264 0.15966316 0.16320607
26.9010074 0.15967339 0.16320607
26.9081884 0.15968362 0.16320608
26.9153693 0.15969384 0.16320609
26.9225503 0.15970406 0.1632061
26.9297312 0.15971427 0.16320611
26.9369122 0.15972448 0.16320612
26.9440931 0.15973468 0.16320613
26.9512741 0.15974487 0.16320614
26.9584551 0.15975507 0.16320615
26.965636 0.15976525 0.16320616
26.972817 0.15977543 0.16320617
26.9799979 0.15978561 0.16320618
26.9871789 0.15979578 0.16320618
26.9943599 0.15980594 0.16320619
27.0015408 0.1598161 0.1632062
27.0087218 0.15982625 0.16320621
27.0159027 0.1598364 0.16320622
27.0230837 0.15984654 0.16320623
27.0302647 0.15985668 0.16320624
27.0374456 0.15986681 0.16320625
27.0446266 0.15987694 0.16320626
27.0518075 0.15988706 0.16320627
27.0589885 0.15989718 0.16320627
27.0661695 0.15990729 0.16320628
27.0733504 0.1599174 0.16320629
27.0805314 0.1599275 0.1632063
27.0877123 0.15993759 0.16320631
27.0948933 0.15994768 0.16320632
27.1020743 0.15995777 0.16320633
27.1092552 0.15996785 0.16320634
27.1164362 0.15997792 0.16320635
27.1236171 0.15998799 0.16320635
27.1307981 0.15999806 0.16320636
27.137979 0.16000812 0.16320637
27.14516 0.16001817 0.16320638
27.152341 0.16002822 0.16320639
27.1595219 0.16003826 0.1632064
27.1667029 0.1600483 0.16320641
27.1738838 0.16005833 0.16320642
27.1810648 0.16006836 0.16320643
27.1882458 0.16007838 0.16320643
27.1954267 0.1600884 0.16320644
27.2026077 0.16009841 0.16320645
27.2097886 0.16010842 0.16320646
27.2169696 0.16011842 0.16320647
27.2241506 0.16012842 0.16320648
27.2313315 0.16013841 0.16320649
27.2385125 0.16014839 0.1632065
27.2456934 0.16015837 0.1632065
27.2528744 0.16016835 0.16320651
27.2600554 0.16017832 0.16320652
27.2672363 0.16018828 0.16320653
27.2744173 0.16019824 0.16320654
27.2815982 0.1602082 0.16320655
27.2887792 0.16021815 0.16320656
27.2959602 0.16022809 0.16320656
27.3031411 0.16023803 0.16320657
27.3103221 0.16024797 0.16320658
27.317503 0.1602579 0.16320659
27.324684 0.16026782 0.1632066
27.3318649 0.16027774 0.16320661
27.3390459 0.16028765 0.16320662
27.3462269 0.16029756 0.16320662
27.3534078 0.16030746 0.16320663
27.3605888 0.16031736 0.16320664
27.3677697 0.16032726 0.16320665
27.3749507 0.16033714 0.16320666
27.3821317 0.16034703 0.16320667
27.3893126 0.1603569 0.16320668
27.3964936 0.16036678 0.16320668
27.4036745 0.16037664 0.16320669
27.4108555 0.16038651 0.1632067
27.4180365 0.16039636 0.16320671
27.4252174 0.16040622 0.16320672
27.4323984 0.16041606 0.16320673
27.4395793 0.16042591 0.16320673
27.4467603 0.16043574 0.16320674
27.4539413 0.16044557 0.16320675
27.4611222 0.1604554 0.16320676
27.4683032 0.16046522 0.16320677
27.4754841 0.16047504 0.16320678
27.4826651 0.16048485 0.16320678
27.4898461 0.16049466 0.16320679
27.497027 0.16050446 0.1632068
27.504208 0.16051426 0.16320681
27.5113889 0.16052405 0.16320682
27.5185699 0.16053383 0.16320683
27.5257509 0.16054361 0.16320683
27.5329318 0.16055339 0.16320684
27.5401128 0.16056316 0.16320685
27.5472937 0.16057293 0.16320686
27.5544747 0.16058269 0.16320687
27.5616556 0.16059244 0.16320687
27.5688366 0.1606022 0.16320688
27.5760176 0.16061194 0.16320689
27.5831985 0.16062168 0.1632069
27.5903795 0.16063142 0.16320691
27.5975604 0.16064115 0.16320691
27.6047414 0.16065087 0.16320692
27.6119224 0.1606606 0.16320693
27.6191033 0.16067031 0.16320694
27.6262843 0.16068002 0.16320695
27.6334652 0.16068973 0.16320695
27.6406462 0.16069943 0.16320696
27.6478272 0.16070912 0.16320697
27.6550081 0.16071882 0.16320698
27.6621891 0.1607285 0.16320699
27.66937 0.16073818 0.16320699
27.676551 0.16074786 0.163207
27.683732 0.16075753 0.16320701
27.6909129 0.16076719 0.16320702
27.6980939 0.16077686 0.16320703
27.7052748 0.16078651 0.16320703
27.7124558 0.16079616 0.16320704
27.7196368 0.16080581 0.16320705
27.7268177 0.16081545 0.16320706
27.7339987 0.16082508 0.16320706
27.7411796 0.16083472 0.16320707
27.7483606 0.16084434 0.16320708
27.7555415 0.16085396 0.16320709
27.7627225 0.16086358 0.1632071
27.7699035 0.16087319 0.1632071
27.7770844 0.1608828 0.16320711
27.7842654 0.1608924 0.16320712
27.7914463 0.160902 0.16320713
27.7986273 0.16091159 0.16320713
27.8058083 0.16092117 0.16320714
27.8129892 0.16093076 0.16320715
27.8201702 0.16094033 0.16320716
27.8273511 0.1609499 0.16320717
27.8345321 0.16095947 0.16320717
27.8417131 0.16096903 0.16320718
27.848894 0.16097859 0.16320719
27.856075 0.16098814 0.1632072
27.8632559 0.16099769 0.1632072
27.8704369 0.16100723 0.16320721
27.8776179 0.16101677 0.16320722
27.8847988 0.1610263 0.16320723
27.8919798 0.16103583 0.16320723
27.8991607 0.16104535 0.16320724
27.9063417 0.16105487 0.16320725
27.9135227 0.16106438 0.16320726
27.9207036 0.16107389 0.16320726
27.9278846 0.1610834 0.16320727
27.9350655 0.16109289 0.16320728
27.9422465 0.16110239 0.16320729
27.9494275 0.16111188 0.16320729
27.9566084 0.16112136 0.1632073
27.9637894 0.16113084 0.16320731
27.9709703 0.16114031 0.16320731
27.9781513 0.16114978 0.16320732
27.9853322 0.16115925 0.16320733
27.9925132 0.16116871 0.16320734
27.9996942 0.16117816 0.16320734
28.0068751 0.16118761 0.16320735
28.0140561 0.16119706 0.16320736
28.021237 0.1612065 0.16320737
28.028418 0.16121593 0.16320737
28.035599 0.16122536 0.16320738
28.0427799 0.16123479 0.16320739
28.0499609 0.16124421 0.1632074
28.0571418 0.16125363 0.1632074
28.0643228 0.16126304 0.16320741
28.0715038 0.16127244 0.16320742
28.0786847 0.16128185 0.16320742
28.0858657 0.16129124 0.16320743
28.0930466 0.16130064 0.16320744
28.1002276 0.16131002 0.16320745
28.1074086 0.16131941 0.16320745
28.1145895 0.16132878 0.16320746
28.1217705 0.16133816 0.16320747
28.1289514 0.16134752 0.16320747
28.1361324 0.16135689 0.16320748
28.1433134 0.16136625 0.16320749
28.1504943 0.1613756 0.1632075
28.1576753 0.16138495 0.1632075
28.1648562 0.16139429 0.16320751
28.1720372 0.16140363 0.16320752
28.1792181 0.16141297 0.16320752
28.1863991 0.1614223 0.16320753
28.1935801 0.16143162 0.16320754
28.200761 0.16144094 0.16320754
28.207942 0.16145026 0.16320755
28.2151229 0.16145957 0.16320756
28.2223039 0.16146888 0.16320757
28.2294849 0.16147818 0.16320757
28.2366658 0.16148748 0.16320758
28.2438468 0.16149677 0.16320759
28.2510277 0.16150605 0.16320759
28.2582087 0.16151534 0.1632076
28.2653897 0.16152461 0.16320761
28.2725706 0.16153389 0.16320761
28.2797516 0.16154316 0.16320762
28.2869325 0.16155242 0.16320763
28.2941135 0.16156168 0.16320764
28.3012945 0.16157093 0.16320764
28.3084754 0.16158018 0.16320765
28.3156564 0.16158943 0.16320766
28.3228373 0.16159867 0.16320766
28.3300183 0.1616079 0.16320767
28.3371993 0.16161713 0.16320768
28.3443802 0.16162636 0.16320768
28.3515612 0.16163558 0.16320769
28.3587421 0.1616448 0.1632077
28.3659231 0.16165401 0.1632077
28.373104 0.16166322 0.16320771
28.380285 0.16167242 0.16320772
28.387466 0.16168162 0.16320772
28.3946469 0.16169081 0.16320773
28.4018279 0.1617 0.16320774
28.4090088 0.16170918 0.16320774
28.4161898 0.16171836 0.16320775
28.4233708 0.16172754 0.16320776
28.4305517 0.1617367 0.16320776
28.4377327 0.16174587 0.16320777
28.4449136 0.16175503 0.16320778
28.4520946 0.16176419 0.16320778
28.4592756 0.16177334 0.16320779
28.4664565 0.16178248 0.1632078
28.4736375 0.16179162 0.1632078
28.4808184 0.16180076 0.16320781
28.4879994 0.16180989 0.16320782
28.4951804 0.16181902 0.16320782
28.5023613 0.16182814 0.16320783
28.5095423 0.16183726 0.16320784
28.5167232 0.16184638 0.16320784
28.5239042 0.16185549 0.16320785
28.5310852 0.16186459 0.16320786
28.5382661 0.16187369 0.16320786
28.5454471 0.16188279 0.16320787
28.552628 0.16189188 0.16320788
28.559809 0.16190096 0.16320788
28.56699 0.16191004 0.16320789
28.5741709 0.16191912 0.1632079
28.5813519 0.16192819 0.1632079
28.5885328 0.16193726 0.16320791
28.5957138 0.16194632 0.16320792
28.6028947 0.16195538 0.16320792
28.6100757 0.16196443 0.16320793
28.6172567 0.16197348 0.16320794
28.6244376 0.16198252 0.16320794
28.6316186 0.16199156 0.16320795
28.6387995 0.1620006 0.16320796
28.6459805 0.16200963 0.16320796
28.6531615 0.16201865 0.16320797
28.6603424 0.16202768 0.16320797
28.6675234 0.16203669 0.16320798
28.6747043 0.1620457 0.16320799
28.6818853 0.16205471 0.16320799
28.6890663 0.16206371 0.163208
28.6962472 0.16207271 0.16320801
28.7034282 0.1620817 0.16320801
28.7106091 0.16209069 0.16320802
28.7177901 0.16209968 0.16320803
28.7249711 0.16210866 0.16320803
28.732152 0.16211763 0.16320804
28.739333 0.1621266 0.16320804
28.7465139 0.16213557 0.16320805
28.7536949 0.16214453 0.16320806
28.7608759 0.16215348 0.16320806
28.7680568 0.16216244 0.16320807
28.7752378 0.16217138 0.16320807
28.7824187 0.16218032 0.16320808
28.7895997 0.16218926 0.16320809
28.7967806 0.1621982 0.16320809
28.8039616 0.16220713 0.1632081
28.8111426 0.16221605 0.16320811
28.8183235 0.16222497 0.16320811
28.8255045 0.16223388 0.16320812
28.8326854 0.16224279 0.16320812
28.8398664 0.1622517 0.16320813
28.8470474 0.1622606 0.16320814
28.8542283 0.1622695 0.16320814
28.8614093 0.16227839 0.16320815
28.8685902 0.16228728 0.16320815
28.8757712 0.16229616 0.16320816
28.8829522 0.16230504 0.16320817
28.8901331 0.16231391 0.16320817
28.8973141 0.16232278 0.16320818
28.904495 0.16233165 0.16320818
28.911676 0.16234051 0.16320819
28.918857 0.16234936 0.1632082
28.9260379 0.16235821 0.1632082
28.9332189 0.16236706 0.16320821
28.9403998 0.1623759 0.16320821
28.9475808 0.16238474 0.16320822
28.9547618 0.16239357 0.16320823
28.9619427 0.1624024 0.16320823
28.9691237 0.16241122 0.16320824
28.9763046 0.16242004 0.16320824
28.9834856 0.16242886 0.16320825
28.9906665 0.16243767 0.16320825
28.9978475 0.16244647 0.16320826
29.0050285 0.16245527 0.16320827
29.0122094 0.16246407 0.16320827
29.0193904 0.16247286 0.16320828
29.0265713 0.16248165 0.16320828
29.0337523 0.16249043 0.16320829
29.0409333 0.16249921 0.1632083
29.0481142 0.16250798 0.1632083
29.0552952 0.16251675 0.16320831
29.0624761 0.16252552 0.16320831
29.0696571 0.16253428 0.16320832
29.0768381 0.16254303 0.16320832
29.084019 0.16255179 0.16320833
29.0912 0.16256053 0.16320833
29.0983809 0.16256927 0.16320834
29.1055619 0.16257801 0.16320835
29.1127429 0.16258674 0.16320835
29.1199238 0.16259547 0.16320836
29.1271048 0.1626042 0.16320836
29.1342857 0.16261292 0.16320837
29.1414667 0.16262163 0.16320837
29.1486477 0.16263034 0.16320838
29.1558286 0.16263905 0.16320839
29.1630096 0.16264775 0.16320839
29.1701905 0.16265645 0.1632084
29.1773715 0.16266514 0.1632084
29.1845525 0.16267383 0.16320841
29.1917334 0.16268251 0.16320841
29.1989144 0.16269119 0.16320842
29.2060953 0.16269986 0.16320842
29.2132763 0.16270853 0.16320843
29.2204572 0.1627172 0.16320843
29.2276382 0.16272586 0.16320844
29.2348192 0.16273452 0.16320845
29.2420001 0.16274317 0.16320845
29.2491811 0.16275182 0.16320846
29.256362 0.16276046 0.16320846
29.263543 0.1627691 0.16320847
29.270724 0.16277773 0.16320847
29.2779049 0.16278636 0.16320848
29.2850859 0.16279499 0.16320848
29.2922668 0.16280361 0.16320849
29.2994478 0.16281222 0.16320849
29.3066288 0.16282083 0.1632085
29.3138097 0.16282944 0.1632085
29.3209907 0.16283804 0.16320851
29.3281716 0.16284664 0.16320852
29.3353526 0.16285524 0.16320852
29.3425336 0.16286382 0.16320853
29.3497145 0.16287241 0.16320853
29.3568955 0.16288099 0.16320854
29.3640764 0.16288957 0.16320854
29.3712574 0.16289814 0.16320855
29.3784384 0.1629067 0.16320855
29.3856193 0.16291527 0.16320856
29.3928003 0.16292382 0.16320856
29.3999812 0.16293238 0.16320857
29.4071622 0.16294093 0.16320857
29.4143431 0.16294947 0.16320858
29.4215241 0.16295801 0.16320858
29.4287051 0.16296655 0.16320859
29.435886 0.16297508 0.16320859
29.443067 0.16298361 0.1632086
29.4502479 0.16299213 0.1632086
29.4574289 0.16300065 0.16320861
29.4646099 0.16300916 0.16320861
29.4717908 0.16301767 0.16320862
29.4789718 0.16302617 0.16320862
29.4861527 0.16303467 0.16320863
29.4933337 0.16304317 0.16320863
29.5005147 0.16305166 0.16320864
29.5076956 0.16306015 0.16320865
29.5148766 0.16306863 0.16320865
29.5220575 0.16307711 0.16320866
29.5292385 0.16308558 0.16320866
29.5364195 0.16309405 0.16320867
29.5436004 0.16310251 0.16320867
29.5507814 0.16311098 0.16320868
29.5579623 0.16311943 0.16320868
29.5651433 0.16312788 0.16320869
29.5723243 0.16313633 0.16320869
29.5795052 0.16314477 0.1632087
29.5866862 0.16315321 0.1632087
29.5938671 0.16316164 0.16320871
29.6010481 0.16317007 0.16320871
29.608229 0.1631785 0.16320872
29.61541 0.16318692 0.16320872
29.622591 0.16319533 0.16320873
29.6297719 0.16320375 0.16320873
29.6300284 0.16320405 0.16320873
29.6300797 0.16320411 0.16320873
29.630131 0.16320417 0.16320873
29.6301823 0.16320423 0.16320873
29.6302336 0.16320429 0.16320873
29.6302849 0.16320435 0.16320873
29.6303361 0.16320441 0.16320873
29.6303874 0.16320447 0.16320873
29.6304387 0.16320453 0.16320873
29.63049 0.16320459 0.16320873
29.6305413 0.16320465 0.16320873
29.6305926 0.16320471 0.16320873
29.6306439 0.16320477 0.16320873
29.6306952 0.16320483 0.16320873
29.6307465 0.16320489 0.16320873
29.6307978 0.16320495 0.16320873
29.6308491 0.16320501 0.16320873
29.6309004 0.16320507 0.16320873
29.6309517 0.16320513 0.16320873
29.6310029 0.16320519 0.16320873
29.6310542 0.16320525 0.16320873
29.6311055 0.16320531 0.16320873
29.6311568 0.16320537 0.16320873
29.6312081 0.16320543 0.16320873
29.6312594 0.16320549 0.16320873
29.6313107 0.16320555 0.16320873
